date,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun
2017-05-10,7.8,4.9,10.9,0.5,,263,14,42.5,1008.7,84
2017-05-11,9.9,4.3,14.6,0,,126,13,38.5,1005.7,828
2017-05-12,10.6,7.9,15,1.6,,81,16.9,35.3,1005.5,216
2017-05-13,13.7,9,20.2,2.8,,95,7.2,25.2,1011.2,132
2017-05-14,15.2,8.6,20.7,3.9,,252,10.8,38.2,1019.6,618
2017-05-15,14.8,11.4,19,2,,265,10.4,28.1,1027.6,522
2017-05-16,13.9,11.7,16,8.2,,163,8.6,29.5,1027.8,0
2017-05-17,19.9,14.8,25.1,0,,149,8.3,23.4,1020.8,414
2017-05-18,19.3,13,26.3,0.9,,200,12.2,35.3,1011.6,600
2017-05-19,15.1,11.1,19.7,10,,21,11.2,43.6,1010.8,198
2017-05-20,13.2,7.8,17.7,0,,270,16.2,38.2,1019.5,486
2017-05-21,13.9,6.4,20.5,0,,258,9.4,34.2,1026.6,876
2017-05-22,14.3,6.5,18.8,0,,75,8.3,23,1022,876
2017-05-23,16.9,11.4,24.8,0.5,,196,13.3,43.9,1015.6,582
2017-05-24,14,10.3,18.2,0,,286,22.7,49.7,1020.1,678
2017-05-25,15.2,9.6,21.5,0,,284,18,39.2,1021.7,822
2017-05-26,17,11.5,22.5,0,,310,10.1,24.8,1022.5,750
2017-05-27,20,10.8,26,0,,154,7.2,25.2,1021.6,966
2017-05-28,19.6,14.7,25.2,0.1,,217,15.1,46.4,1016.9,732
2017-05-29,16.4,13.9,22.1,6.3,,277,10.8,30.6,1014.2,276
2017-05-30,17.3,14.1,22.9,0,,249,13.7,46.1,1011.4,204
2017-05-31,13.9,8.9,17.3,0,,267,24.1,54,1018,618
2017-06-01,13.2,6.7,19.5,0,,275,16.2,38.9,1021.5,930
2017-06-02,15.2,5,21.6,0,,64,7.6,22,1019,930
2017-06-03,16.6,14.6,19.5,1.8,,134,7.2,24.5,1013.9,48
2017-06-04,15.5,10.9,19.4,1.8,,260,14.8,45.7,1011.3,408
2017-06-05,16.5,10.5,21.7,0,,224,11.2,34.2,1012.7,912
2017-06-06,17.1,13,24,2.6,,155,11.9,46.8,1002.6,630
2017-06-07,12.3,11.2,15,11.7,,214,18.7,56.9,1004.3,114
2017-06-08,13.7,11.2,16,4.9,,211,11.2,42.8,1013.4,90
2017-06-09,16.6,12.1,23.2,2.2,,177,9.7,47.2,1011.1,276
2017-06-10,16.3,10.5,21.7,0,,250,10.1,36,1018.5,348
2017-06-11,21.2,15.6,26.7,2.1,,200,13.7,44.3,1014.2,630
2017-06-12,15.6,14,17.9,0.3,,253,21.2,56.5,1009.8,174
2017-06-13,14.6,10.9,18.1,0,,270,22,48.2,1014.9,342
2017-06-14,16,10.6,20.5,0,,276,12.6,32,1019.5,522
2017-06-15,18.6,9.5,24.3,0,,166,7.6,29.2,1015,570
2017-06-16,15.7,12.5,18.9,0.2,,267,23.8,55.1,1014,510
2017-06-17,16.7,11.7,21.6,0,,281,20.2,45,1021.6,816
2017-06-18,20,14.2,26.2,0,,268,11.9,30.2,1024.4,678
2017-06-19,21.6,13.5,26.7,0,,246,6.5,20.9,1020.9,744
2017-06-20,17.4,10.2,22,0,,300,14,38.5,1018.5,756
2017-06-21,15.1,8.3,21.3,0,,288,11.2,32.8,1018.7,654
2017-06-22,17.8,10.4,25.1,12.7,,208,8.6,43.9,1009.6,288
2017-06-23,16.6,15.4,19.4,1.6,,259,20.9,55.1,1009.4,24
2017-06-24,16.3,13.9,19.4,2.3,,248,16.6,55.1,1009.5,192
2017-06-25,15.5,12.4,18.6,0,,241,17.3,54.7,1007.3,108
2017-06-26,14.5,10.4,18.9,0,,260,18,48.2,1010.7,612
2017-06-27,14.2,9.1,17.9,1.4,,332,9.4,24.5,1012.6,672
2017-06-28,17,13.4,20.6,2.6,,81,19.1,50.4,1002.4,288
2017-06-29,17,15.3,19.9,31.8,,47,9.7,25.6,996.5,78
2017-06-30,14.9,14,15.5,37.7,,282,12.2,33.5,998.3,0
2017-07-01,16.3,12.7,21.3,1.1,,304,11.5,32,1005.3,246
2017-07-02,15.1,11.1,19.2,0.5,,270,18.7,48.6,1013.9,210
2017-07-03,15.7,10.9,21,0.6,,248,17.6,54,1016.8,384
2017-07-04,14.6,10.1,18.8,0.5,,268,16.9,44.6,1018.4,336
2017-07-05,15.5,9.6,21.1,0,,268,10.8,31.3,1019.4,726
2017-07-06,15.2,6.7,20,0,,19,10.1,22,1019.8,924
2017-07-07,18.4,15.3,22.5,0.2,,72,6.8,22,1013.8,342
2017-07-08,17.6,10.8,22.5,0,,266,16.2,45.7,1014.8,510
2017-07-09,15.6,7,20.6,0,,268,8.6,23.4,1015.4,966
2017-07-10,16.2,13.4,20.1,3.7,,110,6.8,26.6,1009.9,120
2017-07-11,16.9,13.1,22.1,5.2,,216,10.1,41,1008.8,180
2017-07-12,14.3,11.4,17.5,4.8,,271,13,43.2,1009.7,144
2017-07-13,14.2,9,18.3,0,,281,17.6,40.7,1019.2,414
2017-07-14,15.4,8.8,22,0,,204,6.8,37.8,1016,528
2017-07-15,16.4,12.7,21,0.1,,287,7.2,32.4,1019.7,288
2017-07-16,16,10.1,19.3,1.2,,222,11.9,35.6,1019.8,84
2017-07-17,15.3,9.5,20.2,0,,268,13,34.9,1021.4,312
2017-07-18,16.1,10.3,20.2,0,,340,7.6,20.9,1022.2,558
2017-07-19,18.6,12.5,23.7,12.3,,96,13.7,38.2,1015.8,780
2017-07-20,20,16.2,23.7,5.4,,119,6.1,16.6,1009.2,54
2017-07-21,18.8,15.1,22.2,0,,257,11.5,32.4,1014.3,780
2017-07-22,17.4,14.3,19.6,4.3,,92,11.9,29.9,1015.2,6
2017-07-23,18,12.4,21.2,2.8,,182,9.4,36,1011.4,258
2017-07-24,16.6,11.1,19.5,1.3,,49,8.3,26.6,1010.4,216
2017-07-25,16.1,14.7,17.3,18.1,,21,18,45.7,1007.6,0
2017-07-26,18.5,13.7,22.4,0,,357,12.2,31.3,1006.7,588
2017-07-27,17.1,11.4,20.7,0,,236,9.4,31.3,1005.4,30
2017-07-28,16,11.9,21.7,6.2,,228,10.8,43.6,1008.4,468
2017-07-29,17.7,14.4,22.2,31.1,,210,13,42.8,1009.9,276
2017-07-30,19.5,14.3,26.4,1,,194,11.5,63.7,1007.2,342
2017-07-31,18.9,13.9,24.3,0,,235,9,33.8,1013.6,552
2017-08-01,18.2,13.7,22.6,0,,55,6.8,19.4,1015.3,132
2017-08-02,18.1,13.9,23.9,4.5,,230,8.3,30.2,1016.1,270
2017-08-03,18.2,16.1,24.8,10,,196,12.2,63,1008.4,150
2017-08-04,17.7,15.2,21.1,0,,232,18.7,58.7,1007.3,282
2017-08-05,17.3,13.4,21.7,7.5,,243,14.4,37.8,1011.7,582
2017-08-06,15.7,11.8,20.2,0,,250,15.1,43.9,1019.3,666
2017-08-07,17.7,10.9,24.3,0,,213,7.6,31.7,1019.9,792
2017-08-08,18.6,12,25.1,3.5,,94,7.9,28.4,1013.1,252
2017-08-09,18.3,14.6,22.3,0,,212,12.2,40.7,1014,516
2017-08-10,16.7,12.7,21.4,0,,276,8.3,28.1,1019.8,402
2017-08-11,15.4,11.9,17.2,0,,344,10.4,23.4,1015.9,0
2017-08-12,15.2,13.9,16.9,6.4,,245,10.4,32.4,1011,24
2017-08-13,15.2,8.8,19.2,0,,265,11.9,34.6,1018.6,492
2017-08-14,15,7.2,20,0.1,,101,8.6,32.8,1023.7,774
2017-08-15,20.9,15.8,27.2,6.8,,146,9,44.6,1016.5,462
2017-08-16,17.9,12.1,23.3,0,,277,9,26.6,1020.2,534
2017-08-17,17.9,12.1,23.3,5,,172,8.6,36,1015.9,192
2017-08-18,18.2,15.3,20.6,3,,204,9.4,37.1,1011,6
2017-08-19,14.9,12.5,19.3,6.2,,228,13.3,41,1012.4,444
2017-08-20,14.3,11.5,18.5,3.4,,233,13,41.8,1017.1,360
2017-08-21,15,11.6,18.6,0.1,,265,16.6,49.3,1019.9,132
2017-08-22,14.6,10.5,19.1,0,,279,12.2,42.1,1021.1,462
2017-08-23,15.4,9.5,21.1,0,,211,7.2,20.9,1018.9,690
2017-08-24,16.7,13.8,21.8,2,,207,13,45,1014,330
2017-08-25,16.3,11.2,21.6,0,,254,11.9,41,1017.3,528
2017-08-26,16,8.6,20.6,0,,124,6.5,18.7,1016.7,336
2017-08-27,16.5,11.5,21.5,0,,291,13.3,37.1,1016.7,540
2017-08-28,16.8,9.7,22.7,0,,242,5.8,18,1020.1,576
2017-08-29,20.6,14.3,26.5,0,,186,7.9,31,1014.5,738
2017-08-30,18.6,15.6,21.8,2.3,,46,10.8,32.8,1009.2,42
2017-08-31,15,10.8,17.7,0.3,,326,11.5,41,1011.7,60
2017-09-01,14.1,9.8,19.1,0.1,,265,6.1,22.3,1020.4,342
2017-09-02,13.3,8.3,17.7,0,,326,8.3,22.7,1019.9,486
2017-09-03,13.1,7.7,19.5,0,,314,5.4,19.8,1017.5,564
2017-09-04,13.6,7.1,19.7,0,,290,10.4,31.3,1016.4,738
2017-09-05,16.3,7,23.7,5.7,,202,5.8,24.1,1016.9,444
2017-09-06,16.7,13.2,21.8,11,,242,12.2,57.2,1009.4,60
2017-09-07,14.9,12.6,18.9,1.5,,269,15.5,44.3,1009.6,330
2017-09-08,14.3,13,16.4,7.7,,211,13.7,41,1000.1,0
2017-09-09,14,11,16.9,6.3,,220,8.6,30.6,995.8,114
2017-09-10,14.5,10.3,19.4,0.5,,216,12.2,38.5,1000.9,528
2017-09-11,15.5,12.4,19.3,0.1,,199,16.9,46.1,994.6,396
2017-09-12,14.2,10.9,18.2,4.9,,231,14,51.1,1000.1,294
2017-09-13,12.4,10.7,15.8,11.4,,218,21.6,84.2,992.3,54
2017-09-14,12.1,10.7,14.2,3.2,,246,16.9,54,995.5,90
2017-09-15,12.6,10.3,16.3,0.8,,246,13,45.7,1006.6,324
2017-09-16,11,8.5,13.3,0.2,,206,7.9,22.7,1010.2,6
2017-09-17,12.1,9,17.9,6.5,,178,5.4,25.9,1013.7,162
2017-09-18,11.4,6.5,16.9,0,,247,4.7,14.4,1014.3,504
2017-09-19,11.6,6.9,16.8,3.4,,255,8.3,29.9,1015.6,210
2017-09-20,12.8,11.4,15.9,3.9,,248,10.4,37.1,1017.2,72
2017-09-21,14.6,11.7,19.4,0,,203,6.1,16.2,1020.8,228
2017-09-22,13,8.9,16.7,0,,89,6.8,20.5,1021.9,498
2017-09-23,12.9,9.4,16.7,0.4,,74,6.1,22,1024.6,624
2017-09-24,14.9,12.5,16.8,0.6,,34,11.9,32.4,1025.1,48
2017-09-25,15.2,13.4,17.1,0.2,,81,16.6,42.5,1025.3,84
2017-09-26,14.6,12.5,16.9,0,,92,11.2,32.4,1026.9,12
2017-09-27,15.1,13.5,17.7,0.1,,91,11.5,30.2,1027.5,126
2017-09-28,14.2,12.7,16.2,4.7,,101,8.6,27,1026.2,72
2017-09-29,16.5,12.4,20.7,0,,113,9.4,27.7,1022.7,408
2017-09-30,14.7,12.3,16.5,3.2,,132,9,31,1016.6,0
2017-10-01,14.1,12.1,18,3.4,,219,9.7,36.7,1018.8,390
2017-10-02,13.3,11.2,17.7,11.9,,218,18,46.4,1007.8,90
2017-10-03,12.5,10.8,16.7,1.6,,252,14.8,48.6,1011,408
2017-10-04,11.2,9.6,12.4,22.6,,251,16.2,56.5,1011.6,0
2017-10-05,9.9,6.8,11.9,36.5,,270,18,63.7,1001.3,96
2017-10-06,11.8,9.2,15.2,0,0,291,17.3,39.2,1009.5,438
2017-10-07,11,9.8,12.8,6.5,0,254,14.4,40.7,1008.3,0
2017-10-08,9.4,3.9,13.2,0,0,308,13,34.6,1012.6,522
2017-10-09,9,3.6,14.2,3.8,0,277,9,24.8,1016.1,168
2017-10-10,12.6,9.7,15.4,3.8,0,239,11.5,48.2,1010.6,36
2017-10-11,14,13,15.5,4.1,0,245,15.5,47.2,1009.5,18
2017-10-12,12.9,12,14.2,1.3,0,256,24.5,69.8,1011.7,120
2017-10-13,13.2,9,16.4,0,0,239,10.8,32.8,1021.3,132
2017-10-14,15.9,15.4,16.4,0.5,0,251,16.9,41.8,1022.1,0
2017-10-15,16.2,13.3,20.2,0,0,219,9.4,28.1,1022.4,276
2017-10-16,15.8,12.8,20.1,0,0,225,7.9,27,1019.6,198
2017-10-17,14.3,11.3,17,0,0,235,13.7,45.7,1017.5,42
2017-10-18,12.6,9.7,16,0,0,220,7.6,24.8,1015.7,252
2017-10-19,13.5,12.1,16.2,0,0,97,9.7,22.7,1014,126
2017-10-20,13,11.7,15.3,4.3,0,160,8.6,25.6,1010.7,0
2017-10-21,12.4,11.5,13.7,0.3,0,181,7.9,22.3,1011.4,0
2017-10-22,10.6,9.2,12.5,3.1,0,197,9.4,28.1,1008.9,102
2017-10-23,10.8,9.4,13.2,3.3,0,154,7.9,23.4,1014.3,12
2017-10-24,12.1,10.6,15.5,3.4,0,175,10.1,37.4,1018.4,0
2017-10-25,13.9,11,15.5,2,0,255,18,56.9,1015.2,36
2017-10-26,12.2,10.8,14.7,0,0,252,14,40.7,1018.8,150
2017-10-27,10.8,9.3,13.2,0,0,297,20.2,52.2,1019.4,264
2017-10-28,11,9.9,12.3,7.3,0,273,25.9,68,1006.7,0
2017-10-29,8.8,6.3,10.9,0,0,311,32,89.6,1002,390
2017-10-30,6.3,4.3,9.8,0,,,,28.4,,444
2017-10-31,7.8,4.2,9.9,5,,246,9.7,30.6,1021.1,0
2017-11-01,11.9,9.8,13.5,4.5,,255,18,49.7,1014.1,0
2017-11-02,10.5,9.4,13.3,0,,275,17.3,41.8,1009.4,204
2017-11-03,8.8,6,10.9,0,,234,9.4,27.7,1014.8,24
2017-11-04,9.7,8.2,11.7,0.4,,193,9.7,30.2,1007.6,78
2017-11-05,9.4,5.3,11.9,1,,240,9,31.3,1006,0
2017-11-06,5.3,1,10,0,,265,7.2,22.7,1021.2,270
2017-11-07,4.3,-0.5,8.8,0,,152,5.8,18.4,1025.7,348
2017-11-08,7.5,4.9,9.5,0,,96,8.3,27,1022.5,132
2017-11-09,7.8,5.7,9.9,1.5,,223,11.2,37.8,1018.6,30
2017-11-10,6.9,4.1,8.5,12.8,0,247,15.1,48.6,1006.9,12
2017-11-11,4.2,2.6,6.4,4,0,257,11.9,44.3,1002.9,72
2017-11-12,4.5,2.8,6.2,0.6,0,249,10.1,28.8,1000.6,0
2017-11-13,3.5,0.8,7.8,0.1,0,305,10.8,26.6,1013.6,306
2017-11-14,5.2,1.9,7.6,0.6,0,241,11.9,43.9,1018.5,0
2017-11-15,7.4,1.8,11.1,0.5,0,253,7.2,22.3,1023.3,60
2017-11-16,7.8,4,9.4,2.4,0,206,11.2,36.4,1021.3,0
2017-11-17,6.1,3.2,9.3,0.3,0,259,10.8,31.7,1022.5,288
2017-11-18,5.3,4,6.3,13.9,0,248,17.6,55.1,1009.8,78
2017-11-19,4.8,0.9,7.5,1.1,0,286,18.4,52.9,1006.3,186
2017-11-20,4.6,1.3,7.2,0,0,250,9.7,26.3,1012.2,90
2017-11-21,4.8,3.8,5.7,8.1,0,134,7.2,28.4,1009,0
2017-11-22,9.7,5.7,10.8,2.9,0,212,16.2,43.6,1001.8,0
2017-11-23,10.1,7.2,13.8,3.1,0,211,20.2,64.1,999.5,42
2017-11-24,6.2,2.7,7.7,0.4,0,227,10.8,31,1007.8,0
2017-11-25,2.7,1.9,3.3,0.4,0,222,8.3,33.8,1009.7,0
2017-11-26,3.8,1.8,5.3,5.7,0,235,16.6,43.9,1011.9,6
2017-11-27,4.5,3,6.3,12,0,223,16.9,52.9,1007,0
2017-11-28,4.9,3.6,6.6,9.3,0,237,15.8,47.2,997.3,30
2017-11-29,3.5,1.9,5.2,6.7,0,255,5.4,18,1003.2,0
2017-11-30,1.8,-1,3.2,0,0,200,5.8,15.5,1004.4,0
2017-12-01,3.2,0.2,5.2,0.8,0,351,10.1,28.1,1015.8,42
2017-12-02,0,-1.9,1.1,2.5,0,236,11.2,38.5,1023.8,0
2017-12-03,3.8,0.9,6.6,1.6,0,242,12.6,40,1017.6,6
2017-12-04,4.8,2.9,7.4,0.6,0,288,15.5,35.6,1021.8,258
2017-12-05,8.1,7.3,9.3,0.1,0,272,24.5,55.1,1024.2,42
2017-12-06,8.3,7.1,9.3,0,0,261,26.6,60.5,1020.4,0
2017-12-07,6.5,4.9,8.6,8.1,0,231,22.3,55.4,1006.7,0
2017-12-08,2.5,0.6,6.1,10.7,0,242,14.8,56.9,999.8,0
2017-12-09,2.1,0.3,4.7,6,0,247,15.1,46.1,1001.1,114
2017-12-10,0.5,-0.7,1.2,0.3,20,191,15.1,38.5,989.2,0
2017-12-11,1.4,-0.6,2.7,10.4,0,68,19.1,43.9,984.7,0
2017-12-12,1.3,0.4,2.1,0.7,0,302,13.7,34.6,997,0
2017-12-13,1.6,0.8,3.3,10.4,0,206,19.1,49.7,998.8,0
2017-12-14,2.8,0.6,3.9,2,0,231,16.9,48.6,984.8,36
2017-12-15,2.9,2.3,3.5,0,0,243,12.2,31,994.4,0
2017-12-16,2.1,-1.3,4.6,0,0,262,12.2,27.4,1004.7,240
2017-12-17,0.6,-2,1.9,0,0,273,10.8,25.2,1018.2,228
2017-12-18,2,0.8,3.4,0.1,0,207,9.7,26.3,1023.8,210
2017-12-19,5.1,2.9,7.1,2.2,0,262,7.9,19.4,1029.9,18
2017-12-20,6.2,5.5,7.3,0.1,0,229,9,32.8,1030.6,0
2017-12-21,6.4,5.2,7.3,0,0,277,14.8,31.3,1029.9,0
2017-12-22,5.7,4.5,7,0,0,272,13.3,37.8,1030.8,12
2017-12-23,7.1,4.1,8.4,1.1,0,259,28.4,63.4,1021.8,0
2017-12-24,8.3,7.6,9.2,4,0,258,29.2,64.8,1014.5,0
2017-12-25,8.2,6.2,9.2,0.2,0,243,22,52.6,1009.2,0
2017-12-26,5.8,4.7,6.9,0.2,0,220,21.6,58.3,995.7,12
2017-12-27,4.3,3.3,5.1,0.2,0,179,11.9,33.8,987.7,0
2017-12-28,3.7,1.9,5.2,1.4,0,234,13,38.5,990.7,126
2017-12-29,2.5,1.5,3.6,2.1,0,219,15.1,41.4,999.9,132
2017-12-30,3.7,1,5.6,2.4,0,192,15.1,43.2,994.6,0
2017-12-31,7.3,4.4,11.5,14.5,0,227,11.9,52.2,996.4,0
2018-01-01,6.7,3.6,8.5,0.9,0,232,19.1,65.9,994.8,24
2018-01-02,5,3.4,6.6,11.6,0,235,11.2,32.4,1003.4,42
2018-01-03,5.3,3.7,7.7,9.2,0,215,17.6,59.4,982.1,12
2018-01-04,5.3,4.3,6.3,7.6,0,246,13.3,51.1,988.9,84
2018-01-05,4.9,3.6,6.6,5.4,0,238,13,55.8,991.7,24
2018-01-06,3.5,1.2,5.3,0.2,0,326,12.2,33.1,1008.7,0
2018-01-07,-0.7,-6.4,2.1,0,0,68,11.5,37.4,1031.7,306
2018-01-08,-0.9,-5.8,2.1,0,0,94,9.7,32,1034.7,306
2018-01-09,2.3,0.3,3.7,0,0,107,17.6,45.4,1019.5,90
2018-01-10,3,1.7,5.1,0,0,141,7.2,18.7,1012.3,36
2018-01-11,3.2,1.2,4.3,4.9,0,67,11.9,30.6,1018.9,0
2018-01-12,2.4,1.3,2.9,0.2,0,101,13.7,32.8,1029.3,0
2018-01-13,0.9,-0.6,1.6,0,0,124,12.6,34.9,1031.6,0
2018-01-14,-0.3,-2,0.8,0,0,138,14,35.6,1027.7,282
2018-01-15,0.9,-1.9,3.3,5.4,0,170,18,48.6,1006.5,6
2018-01-16,2.9,0.6,5.3,6,0,228,15.1,49.7,986.1,24
2018-01-17,1.5,0.6,2.8,2.6,0,243,13.7,43.2,991.6,78
2018-01-18,1.5,0.4,2.5,6.1,0,241,16.6,51.8,992.2,0
2018-01-19,1.5,0.6,3.3,1.6,0,240,10.4,30.6,1003,120
2018-01-20,1.6,0.9,2.1,1.2,0,204,9.4,30.6,1003.8,0
2018-01-21,-0.3,-2.4,1.5,0,0,173,6.1,26.6,1012.8,72
2018-01-22,0.4,-0.7,1.1,0.2,0,145,9.4,28.4,1010.3,0
2018-01-23,3.9,0.9,7.9,2.8,0,181,11.2,45,1016.6,0
2018-01-24,10.3,6.9,13.1,3.7,0,229,21.6,64.1,1008.2,0
2018-01-25,7.3,6.1,8.3,0,0,230,13.3,38.9,1009.7,0
2018-01-26,5.4,2.4,7.2,0,0,239,6.8,23,1018.1,54
2018-01-27,5,4,6.1,4.7,0,227,13.7,61.6,1025.4,0
2018-01-28,7.3,5.4,8.5,2.3,0,261,24.8,59,1018.9,150
2018-01-29,7.6,4.6,9.8,11,0,266,28.8,76,1015,0
2018-01-30,5.1,3.2,6.6,0,0,266,22.3,52.6,1021.6,180
2018-01-31,4.3,2.3,8,7.2,0,219,15.8,61.9,1001.5,0
2018-02-01,2.7,1.3,4,3.4,0,225,18.4,47.2,994.3,6
2018-02-02,2.7,0,4.2,1.2,0,244,13,37.4,999.6,0
2018-02-03,-0.8,-1.5,0.5,2.7,0,342,13.7,28.1,1006.9,0
2018-02-04,0.6,-1.4,1.5,0.6,30,44,24.8,52.6,1021.7,0
2018-02-05,-0.3,-2.2,0.7,0,30,76,13.7,31.3,1030.9,24
2018-02-06,-2.6,-8.5,0.9,0,0,163,4.7,19.1,1020.2,336
2018-02-07,-5.2,-10.6,0.8,0,0,238,3.6,13.3,1019.1,414
2018-02-08,-2.8,-7.4,1.4,0,0,213,6.8,21.2,1020.9,402
2018-02-09,-2,-4.2,0.9,0,0,160,9,33.1,1016.4,396
2018-02-10,-1,-5.7,2.6,0,0,178,6.8,25.6,1014.1,360
2018-02-11,2,0.5,4,4.9,0,197,17.3,49,998,12
2018-02-12,1.5,0.3,3.6,6.2,0,242,17.3,46.1,1005.1,78
2018-02-13,0.9,-1.7,4.4,0,30,201,9.7,27,1013.6,444
2018-02-14,0.5,-3.1,4.4,0,30,159,9,32.4,1019.3,462
2018-02-15,0.8,-0.4,2.4,1.1,20,174,16.2,46.4,1014.1,0
2018-02-16,3.4,0.8,5.9,0.1,20,253,14.8,43.6,1019.8,240
2018-02-17,3.1,1.5,4.9,0,0,267,6.1,21.6,1025.6,0
2018-02-18,2.8,-0.2,5.6,0,0,205,8.3,30.2,1026.8,228
2018-02-19,3.1,0.5,6.7,0,0,202,5.8,16.9,1020.8,246
2018-02-20,1.8,-2.9,4.4,0,0,96,10.8,33.1,1023,414
2018-02-21,-0.7,-4.2,3.6,1.1,0,11,5.8,20.5,1028.1,90
2018-02-22,0.3,-0.8,2.4,0.3,10,303,7.6,25.9,1028.1,30
2018-02-23,-0.6,-3.1,1.3,0,0,96,12.6,34.6,1029,504
2018-02-24,-0.3,-2,1.5,0.9,0,91,19.8,47.9,1033.5,162
2018-02-25,-2.8,-3.8,-1.8,0,10,64,18,45.7,1035.3,18
2018-02-26,-2.5,-4.6,-0.3,0,10,53,25.6,50,1032.9,318
2018-02-27,-3.7,-6.9,-2.1,0.2,0,75,23,50.8,1026.8,84
2018-02-28,-6.6,-8.6,-4.4,0,0,113,19.8,55.1,1030.1,360
2018-03-01,-4.8,-6.7,-2.9,0.3,0,104,20.5,49.7,1022.1,252
2018-03-02,-5.8,-7.7,-3.9,0.5,0,107,17.6,52.9,1010.4,120
2018-03-03,-5,-7.9,-2.4,0,10,110,16.9,43.9,1007.7,552
2018-03-04,-2.8,-6.2,0.9,2.2,10,113,13.7,33.1,1003.3,246
2018-03-05,3.5,-0.4,10.1,0,10,159,9.4,31.7,995.9,174
2018-03-06,3.1,-1.5,7.9,0,0,125,10.1,33.5,995.1,504
2018-03-07,0.5,-1.7,2,6.6,0,58,7.6,15.8,995.9,0
2018-03-08,3,0.2,7.6,5.5,10,189,7.9,32.8,997.6,114
2018-03-09,2.6,-2.8,5.5,0.3,0,254,13.7,39.2,1002.7,72
2018-03-10,2.4,-1.1,4.1,6.7,0,93,10.4,27,1003.9,0
2018-03-11,9.1,3.6,13.8,0.6,0,144,6.8,24.1,997.3,156
2018-03-12,6.3,3.9,9.1,7.1,0,94,4,11.9,992.7,0
2018-03-13,5,2.8,8.6,0.3,0,282,13,30.2,998.5,0
2018-03-14,2.5,0.2,4.1,0,0,7,10.8,23,1012,0
2018-03-15,1.9,0.7,3,0,0,105,26.3,64.1,1010.6,36
2018-03-16,-0.3,-3.7,1,0.4,0,90,42.1,80.6,1014,24
2018-03-17,-2.4,-4.1,-1.3,0,20,88,43.2,89.6,1019.8,210
2018-03-18,-1.7,-3.8,0.2,0,0,94,32.8,66.2,1021.9,594
2018-03-19,-0.1,-6.8,4.1,0,0,26,9.7,27.7,1017.8,678
2018-03-20,1.7,-3.9,5.5,0,0,349,19.8,50,1019.7,690
2018-03-21,1.6,-4.6,6.2,2.3,0,258,12.2,38.5,1024.1,6
2018-03-22,4.2,1.4,7,0.2,0,283,14,52.2,1009.8,0
2018-03-23,3.7,1.5,6.5,0.1,0,194,6.8,19.8,1006.8,24
2018-03-24,5.9,3.7,8.4,0,0,155,5.4,14,1005.3,0
2018-03-25,6.5,3.9,8.3,0,0,220,6.8,22,1008.7,0
2018-03-26,3.5,-0.1,6.7,0,0,285,11.5,24.5,1014.5,30
2018-03-27,3.5,0.9,7.2,0,0,154,7.9,21.2,1014.1,90
2018-03-28,2.5,0.2,4.6,8.7,0,92,19.4,49,1005.8,0
2018-03-29,0.6,0.2,1.1,0.8,80,47,14.8,41,1003.5,0
2018-03-30,1.4,-3.5,4.6,0,20,76,13,36.7,1008.7,738
2018-03-31,1.4,0.2,2.7,3.1,0,82,22.7,46.8,1004.7,0
2018-04-01,1.3,-1.2,5.6,1.2,30,349,12.6,29.2,1006.7,174
2018-04-02,3.3,-1.8,7.6,5.6,0,273,11.2,28.1,1008.7,498
2018-04-03,9.1,3.2,13.6,2.1,0,166,8.6,27.7,1000.2,66
2018-04-04,11.4,8.2,16.4,5,0,182,10.8,46.8,1000.7,282
2018-04-05,7,3,11.6,0.2,0,243,18.4,58.7,1005.7,54
2018-04-06,6.9,2.5,12.1,0,0,241,12.6,32.8,1022.1,624
2018-04-07,11.2,5.6,17.1,0,0,145,10.4,34.6,1014.9,570
2018-04-08,15.8,8.6,23.3,0,0,160,7.2,18.4,1008.9,708
2018-04-09,13.2,7.3,16.9,0,0,103,11.5,34.9,1007.6,408
2018-04-10,5.5,4.1,8.6,0,0,71,30.2,62.6,1011.3,66
2018-04-11,4.4,3.6,5.9,0,0,79,32.8,60.5,1015.6,0
2018-04-12,6.1,3.7,9.3,0.2,0,75,28.4,61.2,1010.5,360
2018-04-13,7.1,5.1,9.9,11.1,0,76,22,42.8,1008.8,18
2018-04-14,7.2,5.3,8.3,2.6,0,265,12.6,36.7,1014.2,0
2018-04-15,8.5,5.3,10.4,2.6,0,197,7.2,21.6,1015.5,0
2018-04-16,10.2,4.4,17.3,13.3,0,92,7.6,38.2,1015.4,312
2018-04-17,11.8,6,17.1,0,0,260,11.2,33.8,1025.3,690
2018-04-18,15.4,8.9,22,0,0,231,10.1,35.6,1031.2,792
2018-04-19,17.5,7.9,25.3,0,0,149,6.8,20.5,1030.4,804
2018-04-20,18,9.5,26.9,0,0,204,12.6,45.4,1021.8,804
2018-04-21,11.6,6.3,17.6,0,0,285,11.5,31,1021.2,744
2018-04-22,10.7,3.4,16.6,5.6,,50,9.7,37.8,1015.1,588
2018-04-23,12.4,8,15.8,0,0,249,18.4,57.2,1010.7,516
2018-04-24,10.2,7.8,13.8,10.3,0,245,18.7,57.2,1010.8,264
2018-04-25,9.2,6.7,12.8,9.5,0,244,15.1,46.4,1005.4,90
2018-04-26,8.6,5.6,13.4,0,0,253,16.9,53.6,1010.7,336
