date,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun
2016-03-28,7.2,4.5,13.4,,,,43.9,94,997,306
2016-03-29,5.7,3,8.6,,,,31.7,54,999.3,480
2016-03-30,4.7,2.6,7.3,,,,36.7,67.7,1002.7,264
2016-03-31,5,2.4,8.6,,,,21.2,42.5,1010.8,420
2016-04-01,4,0.5,8.4,,,,18.4,36.4,1018.3,726
2016-04-02,8.2,4.1,12.5,,,,19.1,40.3,1016.4,438
2016-04-03,9.4,5.5,14.3,,,,18,46.1,1009.4,90
2016-04-04,9.6,6.3,15.5,,,,24.8,49,1004.9,186
2016-04-05,7.7,5.9,9.8,,,,19.4,60.1,1003.4,6
2016-04-06,8.8,6.4,11.7,,,,37.4,59.4,1000.9,78
2016-04-07,6.8,5.3,8.9,,,,44.6,82.8,1001.1,462
2016-04-08,6.8,5.1,8.8,,,,28.1,48.2,1006.1,240
2016-04-09,6.5,4.3,8.1,,,,19.4,35.6,1008.4,558
2016-04-10,7.1,6.5,7.6,,,,32,49.3,1013.6,312
2016-04-11,6.7,5.5,7.7,,,,37.1,55.4,1016.4,624
2016-04-12,6.7,6,7.4,,,,32,52.2,1009.8,120
2016-04-13,6.9,6,8.4,,,,17.3,28.4,1005.8,270
2016-04-14,7.4,6.3,9.3,,,,11.5,27,1008.7,174
2016-04-15,9,6.5,10.8,,,,23.4,44.6,999.9,78
2016-04-16,8.9,5.2,12.7,,,,31.3,67.7,995.6,276
2016-04-17,6.7,4.6,8.7,,,,37.4,62.3,1004.5,672
2016-04-18,7.3,4.2,9.7,,,,39.2,70.9,1012.4,36
2016-04-19,7.7,6.2,9.1,,,,46.1,85.7,1016.2,426
2016-04-20,7.6,5.3,10.1,,,,31.3,57.2,1025,780
2016-04-21,7.5,4.9,10.5,,,,28.1,47.9,1021.7,654
2016-04-22,7.4,4.6,11,,,,28.8,55.4,1014.9,672
2016-04-23,5.3,3,9.6,,,,26.3,54.4,1007.9,624
2016-04-24,3.9,1.7,6.3,,,,18.4,34.6,1006.2,702
2016-04-25,3.8,1.8,5.8,,,,29.5,57.2,1000.2,174
2016-04-26,2.8,0.6,5.4,,,,25.2,66.2,993.2,36
2016-04-27,4,2.4,5.8,,,,17.6,37.4,996.3,54
2016-04-28,5.5,3.7,8.3,,,,23.4,55.1,1007,288
2016-04-29,6.5,3.1,11.1,,,,31.3,71.3,1011.4,348
2016-04-30,7.3,6.8,7.9,,,,15.5,37.4,1016.7,30
2016-05-01,8.3,6.5,10.3,,,,16.6,35.6,1024.3,828
2016-05-02,10.6,6.9,15.7,,,,21.2,52.6,1020.7,720
2016-05-03,9.9,7.1,12,,,,24.1,52.9,1016.7,276
2016-05-04,9.2,6.4,11.9,,,,12.2,30.2,1026.1,870
2016-05-05,10.3,7.7,13,,,,15.5,35.3,1025.5,882
2016-05-06,11.6,9.8,13.5,,,,34.2,51.8,1017.5,834
2016-05-07,13.9,11.4,18.8,,,,41,54,1014.3,894
2016-05-08,13.7,11.8,17.1,,,,37.1,51.5,1017.5,894
2016-05-09,12.7,11.4,15.2,,,,33.8,53.3,1018.4,876
2016-05-10,13.3,11.2,16.5,,,,33.8,56.2,1013.5,852
2016-05-11,12.8,10.6,15.7,,,,39.6,65.2,1009.4,858
2016-05-12,11.5,10.2,13.3,,,,37.8,66.2,1005.8,792
2016-05-13,12.9,8.8,17.6,,,,18.4,58,1001.8,756
2016-05-14,8.8,7.9,10.7,,,,31.3,49,1002.9,144
2016-05-15,8.7,5.8,11.2,,,,34.6,90,1008.3,306
2016-05-16,9,7.1,10.6,,,,41.4,62.3,1011.1,780
2016-05-17,9.6,7.3,11,,,,32.4,61.2,1009.9,12
2016-05-18,12,8.2,16.3,,,,17.3,33.8,1007.2,342
2016-05-19,14.7,12.1,17.7,,,,18,41.8,1007.8,570
2016-05-20,13.6,12.5,15.5,,,,25.9,50.8,1011.7,54
2016-05-21,15.8,10.8,20.8,,,,20.9,37.4,1011.9,252
2016-05-22,19,14.2,26.1,,,,29.5,64.1,1005.8,564
2016-05-23,14,12.8,16.5,,,,12.6,41,1007.4,72
2016-05-24,12.5,10.5,13.6,,,,22,45.4,1009.3,18
2016-05-25,14.2,12.3,17.7,,,,14.4,26.3,1011.6,336
2016-05-26,13.1,11.9,13.8,,,,14.8,25.9,1014.1,6
2016-05-27,14.2,13.1,16.1,,,,10.1,26.6,1015.7,348
2016-05-28,14.6,12.9,16,,,,22.7,48.2,1014.2,720
2016-05-29,15,12.7,17.9,,,,28.1,49.7,1009.1,72
2016-05-30,16.2,15.2,17.9,,,,39.2,81.4,1005.6,576
2016-05-31,16.1,14.7,18.5,,,,23.8,49.3,1009.9,762
2016-06-01,17.8,15.4,21.7,,,,29.5,44.6,1011.8,402
2016-06-02,17,15.7,18.7,,,,24.5,48.6,1010.7,582
2016-06-03,17.5,15.2,20.5,,,,19.1,36.7,1012,858
2016-06-04,20.2,17.3,24.8,,,,8.6,24.8,1012.4,876
2016-06-05,19.9,17,22.6,,,,12.2,36.7,1015.1,924
2016-06-06,16,14.6,17.1,,,,32,58.3,1019.8,930
2016-06-07,17.1,12.8,22.8,,,,24.1,42.5,1019.1,882
2016-06-08,15.2,12.4,19,,,,28.1,42.5,1015.1,306
2016-06-09,15.1,11.2,18.5,,,,21.6,52.9,1013.7,846
2016-06-10,14.4,11,18.5,,,,28.4,55.1,1008.3,588
2016-06-11,14.6,13.7,15.2,,,,22.3,43.6,1010.7,780
2016-06-12,13.5,12.4,14.9,,,,28.1,42.8,1008.5,18
2016-06-13,14.1,12.7,15.2,,,,39.6,56.5,1000.6,18
2016-06-14,15,14.1,15.9,,,,25.2,41,996.1,60
2016-06-15,15.2,13.6,17.8,,,,13.7,38.2,996.9,222
2016-06-16,15.8,12.7,20.3,,,,8.6,25.9,999.9,360
2016-06-17,16.6,13.8,20,,,,17.6,41.8,1001,336
2016-06-18,15.2,12.9,16.9,,,,29.9,50.4,1009.4,504
2016-06-19,14.1,12.8,15.2,,,,28.1,44.6,1017.4,84
2016-06-20,15.8,11.4,20.4,,,,31.7,59,1014.4,492
2016-06-21,17.1,14.7,19.8,,,,20.9,40.3,1014.3,600
2016-06-22,19.1,16.9,21.9,,,,17.6,32.8,1019.4,384
2016-06-23,20.7,17.5,27.1,,,,27,70.9,1017,492
2016-06-24,20.6,18.2,23.8,,,,18.7,55.1,1014.1,276
2016-06-25,17.7,15.1,18.8,,,,27.7,69.8,1010.5,0
2016-06-26,16.4,14.2,19,,,,31.3,63,1010.8,534
2016-06-27,16.1,13.6,19.4,,,,29.5,56.5,1012.2,396
2016-06-28,16.1,14.4,19.6,,,,16.9,31.7,1013.5,558
2016-06-29,16.2,13.8,19.2,,,,26.6,65.9,1007.2,264
2016-06-30,16.6,14.9,18.5,,,,25.2,52.9,1007.8,66
2016-07-01,17.5,16.1,19.7,,,,30.2,55.1,1007.4,60
2016-07-02,15.4,12.2,17.3,,,,28.4,49.7,1007.5,174
2016-07-03,14.5,,,,,,31,,1013.7,714
2016-07-04,15.7,12.5,18.5,,,,23,45,1016.1,516
2016-07-05,16.1,12.7,19.1,,,,24.1,68.4,1007.5,186
2016-07-06,14.6,12.5,16.4,,,,49.7,84.2,1010.2,582
2016-07-07,15.7,13.1,18.3,,,,29.2,44.3,1015.7,468
2016-07-08,16.8,14.8,19.6,,,,25.2,60.1,1009.5,360
2016-07-09,16.5,14.7,18.8,,,,31.7,56.2,1011.8,348
2016-07-10,18.9,15.5,23.3,,,,25.6,67.7,1006.7,120
2016-07-11,18.4,17,19.7,,,,32.4,63.7,1003.3,288
2016-07-12,17.1,14.4,18.7,,,,32.4,55.8,1006.4,558
2016-07-13,15.9,14.3,19.1,,,,11.9,34.6,1010,450
2016-07-14,15,13.2,17.2,,,,29.9,56.5,1011.3,336
2016-07-15,15.1,12.8,16.6,,,,40,59.4,1016,60
2016-07-16,15.7,12.7,18.1,,,,29.5,51.1,1017.7,126
2016-07-17,15.6,14,17.7,,,,18.7,46.8,1016,198
2016-07-18,16.3,14.5,18.3,,,,26.6,43.9,1016.4,198
2016-07-19,18.6,16.4,21,,,,12.2,29.2,1018.2,252
2016-07-20,19.5,17.2,21.7,,,,24.8,52.2,1015.2,912
2016-07-21,19.8,18,23.3,,,,31.7,49.3,1011.7,624
2016-07-22,20.7,18,23.2,,,,28.1,44.3,1014.7,528
2016-07-23,20.7,18.9,23.2,,,,19.8,32.8,1017.1,474
2016-07-24,20.1,18.8,21.9,,,,21.6,38.5,1016.8,840
2016-07-25,20.6,18.6,23.5,,,,13.7,47.2,1014.8,294
2016-07-26,19.1,16.9,21.3,,,,16.9,32,1017,684
2016-07-27,18.6,17.5,20.6,,,,19.1,37.4,1013.2,264
2016-07-28,18.3,16.4,20.6,,,,16.2,35.3,1011.4,672
2016-07-29,19.1,17.3,21.3,,,,17.3,34.2,1007,132
2016-07-30,18.1,16.4,21.2,,,,25.6,50,1007.4,378
2016-07-31,16.9,15.3,18.8,,,,13,33.8,1010.1,258
2016-08-01,16.2,14,18.6,,,,27.7,48.2,1012,432
2016-08-02,17,14.1,22.2,,,,17.3,41.4,1011.4,480
2016-08-03,17.9,15.6,20.4,,,,30.2,57.2,1004.9,30
2016-08-04,18.2,13.8,20.7,,,,33.1,81,1005,420
2016-08-05,17.8,15.4,19.8,,,,29.9,58.3,1011.2,438
2016-08-06,16.5,14.6,18.6,,,,28.8,57.6,1018.5,354
2016-08-07,17.9,14,21.8,,,,33.1,67,1018.5,138
2016-08-08,17.2,13.6,19,,,,41.8,79.6,1011.3,216
2016-08-09,13.7,11.2,15.5,,,,34.2,70.9,1013.8,270
2016-08-10,13,10.3,15.9,,,,33.5,61.9,1014.1,660
2016-08-11,12.4,9.9,14.3,,,,28.8,50.8,1015.2,210
2016-08-12,16.2,13.8,18.6,,,,28.8,59.8,1014.6,18
2016-08-13,16.9,15,18.9,,,,33.5,62.3,1014.5,168
2016-08-14,16.1,13.9,18.5,,,,28.8,62.6,1018.4,444
2016-08-15,16.4,14.2,20.3,,,,18.4,37.8,1021,360
2016-08-16,16.6,13.6,19.8,,,,15.1,27.7,1017.8,678
2016-08-17,17.8,15,22.5,,,,9.4,29.5,1013.8,840
2016-08-18,16.8,15.4,19.2,,,,16.2,37.4,1008.8,432
2016-08-19,17.4,15.7,19.9,,,,15.1,34.2,1008.7,522
2016-08-20,18.2,15.6,21.1,,,,19.4,45,1008.1,156
2016-08-21,17.1,15.4,19.7,,,,23,58,1011.6,486
2016-08-22,16.9,15.2,19.3,,,,27.4,60.5,1018.4,108
2016-08-23,18.6,17.5,21.3,,,,18.4,37.8,1022.5,420
2016-08-24,19.4,17.4,22,,,,23.8,47.5,1021.8,810
2016-08-25,23.9,19.5,29.5,,,,20.9,40.3,1016.1,804
2016-08-26,22.4,17.6,28,,,,29.9,45,1013,768
2016-08-27,18.6,17.1,20.6,,,,15.1,50.4,1018.3,708
2016-08-28,19,15.9,21.3,,,,31.3,77.8,1009.8,240
2016-08-29,17.1,15.2,18.6,,,,34.9,51.8,1012.2,444
2016-08-30,17.3,13.6,19.7,,,,24.5,38.9,1021.3,750
2016-08-31,19,15.5,23.8,,,,11.9,24.1,1018.6,732
2016-09-01,18,14.7,20.3,,,,20.9,56.2,1016.7,558
2016-09-02,17,14,19.4,,,,22,41.8,1015.3,288
2016-09-03,17.5,14.3,19.8,,,,24.8,46.4,1011.7,288
2016-09-04,16.6,13.8,20.1,,,,22,42.5,1004.4,72
2016-09-05,17.3,15,19.2,,,,22.7,49,1014.7,648
2016-09-06,18.3,15.2,22.5,,,,14.4,27.4,1023.7,684
2016-09-07,19.1,16.4,21.9,,,,17.3,29.5,1019.4,678
2016-09-08,20.4,18.2,25.5,,,,24.8,42.5,1010.5,732
2016-09-09,19.4,17.4,21.5,,,,18,36.7,1013.5,594
2016-09-10,19.3,16.6,21.7,,,,22.7,42.8,1013.9,636
2016-09-11,19.5,18,20.7,,,,18,34.6,1014.9,396
2016-09-12,19.7,17.7,21.9,,,,24.8,39.2,1016.8,714
2016-09-13,21.2,19.7,24.5,,,,28.8,42.1,1015.5,702
2016-09-14,20.3,19.2,22,,,,33.5,52.2,1015.7,672
2016-09-15,19.7,18.7,21.1,,,,31,51.8,1014.3,714
2016-09-16,19.1,18.1,20.8,,,,30.2,44.3,1010.4,456
2016-09-17,18,16.3,18.6,,,,42.1,58.7,1014.3,288
2016-09-18,16.2,14.9,16.9,,,,37.1,55.1,1016.9,198
2016-09-19,16,15.7,16.5,,,,20.2,35.6,1017.8,54
2016-09-20,16.6,15.5,17.6,,,,16.2,34.9,1018.2,288
2016-09-21,16.5,15,17.1,,,,22.3,39.6,1018.7,522
2016-09-22,15.7,13.6,18.3,,,,17.3,30.2,1019.2,402
2016-09-23,16.2,13.6,18.8,,,,21.6,46.4,1018.9,360
2016-09-24,15.6,12.3,18.7,,,,20.2,35.6,1020.8,624
2016-09-25,17.9,14.4,21.8,,,,27.7,46.8,1016.7,660
2016-09-26,16.8,15.5,20,,,,11.9,31,1019.7,342
2016-09-27,17.1,15.3,19,,,,13.7,45.4,1021.9,564
2016-09-28,17.3,15.6,18.9,,,,48.6,80.6,1013.6,234
2016-09-29,16.4,13.8,18.3,,,,47.2,85,1005.9,6
2016-09-30,13.8,11.2,15.4,,,,34.2,69.8,1007.1,210
2016-10-01,13.5,11.3,15.9,,,,23.4,37.4,1007.2,414
2016-10-02,13.3,11.5,17.5,,,,15.1,45,1007.7,330
2016-10-03,14.2,12.5,15.3,,,,36.4,67.7,1021.3,96
2016-10-04,12.5,10.9,13.7,,,,42.1,61.6,1034.9,456
2016-10-05,10.9,10,11.9,,,,43.9,72.7,1033.4,432
2016-10-06,11,9.7,12.6,,,,49.3,68,1024.5,0
2016-10-07,11.4,10.6,12.4,,,,42.5,62.6,1021.4,0
2016-10-08,10.9,9.5,12.2,,,,36.4,59.4,1022.5,360
2016-10-09,9.6,8.2,10.7,,,,23,50.4,1021.5,24
2016-10-10,10.7,10.1,11.2,,,,29.9,68,1021.4,18
2016-10-11,10.1,8.9,11.2,,,,58,77,1020.8,0
2016-10-12,10,8.9,11.2,,,,48.2,72,1022,30
2016-10-13,10.1,8.1,11.6,,,,44.6,78.8,1021.1,78
2016-10-14,9.2,7.4,11,,,,58,76.7,1014.9,84
2016-10-15,9.5,8.5,10.4,,,,47.2,78.1,1012.1,0
2016-10-16,10.1,9.3,10.7,,,,23,44.3,1020.4,0
2016-10-17,9.4,8.5,10.1,,,,25.9,43.2,1019.8,0
2016-10-18,11.5,9.9,13.5,,,,20.9,42.1,1015,90
2016-10-19,9,8.2,10.7,,,,11.5,24.5,1010.4,6
2016-10-20,10,8.4,10.6,,,,31,58.3,1011.9,36
2016-10-21,9.5,8.5,10.4,,,,34.2,59.8,1011,120
2016-10-22,8.2,6.9,10.2,,,,25.9,51.1,1011.9,0
2016-10-23,8.1,6.9,9.3,,,,16.2,31.3,1013.2,0
2016-10-24,9.3,8.2,10.4,,,,22.3,34.6,1015.7,252
2016-10-25,8.6,8,10.7,,,,18.4,29.5,1020.6,48
2016-10-26,7.4,5,9,,,,21.2,51.1,1025.1,84
2016-10-27,11.8,8.7,14.3,,,,33.8,57.2,1023.4,180
2016-10-28,11.9,10.2,13.6,,,,38.5,65.2,1022.2,102
2016-10-29,10.5,9.7,12.1,,,,36.7,57.2,1026,348
2016-10-30,10,9.2,11.8,,,,20.2,41.8,1026.4,438
2016-10-31,10.9,9.4,12.9,,,,14,33.5,1024,12
2016-11-01,10.3,8.2,11.9,,,,34.9,57.6,1012.9,84
2016-11-02,7.2,5.1,8.6,,,,43.2,65.9,1008.2,330
2016-11-03,5.7,4.1,7.3,,,,23,46.1,1015.5,264
2016-11-04,7.9,6.9,8.8,,,,35.3,56.2,1006.7,30
2016-11-05,6,4.8,7.2,,,,27,44.3,995.9,0
2016-11-06,5.8,4.3,7.4,,,,32.8,65.2,995.6,24
2016-11-07,3.2,2.3,4.7,,,,36,56.2,1006.3,12
2016-11-08,1.1,0.2,2.5,,,,30.2,47.2,1007,0
2016-11-09,1.1,-0.4,3.8,,,,21.6,40,1003.4,462
2016-11-10,4.3,3.5,5,,,,28.1,45.4,1005.6,102
2016-11-11,4.8,3.9,5.6,,,,28.1,46.4,1017.9,198
2016-11-12,1.6,-0.8,4.8,,,,20.2,38.5,1024.3,282
2016-11-13,0.6,-1.8,2.8,,,,30.2,46.4,1026.7,222
2016-11-14,2,0.1,3.6,,,,40.3,67.7,1026.4,282
2016-11-15,6.6,2.9,10.6,,,,38.2,58.7,1015.2,0
2016-11-16,7.8,4.8,10.8,,,,29.9,57.6,1007.3,6
2016-11-17,7.5,5.7,9.9,,,,35.6,77,997,228
2016-11-18,7,5.4,9.9,,,,47.9,73.4,990.4,192
2016-11-19,5.5,3.5,7.3,,,,38.5,58.7,1000.6,174
2016-11-20,6.8,3.5,12.3,,,,49.7,116.6,995.9,96
2016-11-21,10.2,8.4,13,,,,28.8,59,1000.7,30
2016-11-22,11,9.3,13.2,,,,25.9,42.1,1007,6
2016-11-23,9.3,7.5,10.2,,,,14,35.3,1016.8,0
2016-11-24,,,,,,,,,,
2016-11-25,,,,,,,,,,
2016-11-26,,,,,,,,,,
2016-11-27,,,,,,,,,,
2016-11-28,,,,,,,,,,
2016-11-29,,,,,,,,,,
2016-11-30,,,,,,,,,,
2016-12-01,,,,,,,,,,
2016-12-02,,,,,,,,,,
2016-12-03,,,,,,,,,,
2016-12-04,,,,,,,,,,
2016-12-05,3.9,2.2,6.3,,,,,42.5,,138
2016-12-06,5.6,3.7,6.4,,,,19.8,39.6,1026.9,0
2016-12-07,5,2.7,8.7,,,,37.8,64.1,1023.1,0
2016-12-08,8.1,6.9,9,,,,43.9,70.6,1017.7,0
2016-12-09,8.6,7.2,9.9,,,,39.2,69.1,1017.7,0
2016-12-10,9.4,8.2,10.2,,,,35.6,60.5,1013.5,0
2016-12-11,7.8,6.4,8.8,,,,30.6,51.5,1008.4,48
2016-12-12,4.8,3.8,7.8,,,,24.1,46.4,1020.7,78
2016-12-13,5.5,4.2,6.4,,,,18,32.4,1020.1,0
2016-12-14,4.4,1.1,5.9,,,,10.8,28.1,1022.7,114
2016-12-15,0.4,-0.8,1.5,,,,22.3,40.3,1027.7,6
2016-12-16,-0.3,-1.3,1.3,,,,17.3,39.6,1028.9,0
2016-12-17,2.1,-0.7,6.8,,,,19.4,40.3,1031.7,0
2016-12-18,6.3,5.1,7.4,,,,18.7,40.3,1028.8,0
2016-12-19,5,4.2,5.5,,,,13,26.3,1028.6,0
2016-12-20,1.8,-0.6,4.5,,,,22.7,49,1024.6,0
2016-12-21,2.9,-0.5,6.1,,,,40,61.2,1019.2,102
2016-12-22,5.2,4.5,6.1,,,,34.9,65.2,1021.4,0
2016-12-23,6.4,5.3,7.5,,,,45,89.3,1021.6,18
2016-12-24,6.1,3.1,7.5,,,,49,94,1010.9,18
2016-12-25,8.4,4.6,10.9,,,,45.7,75.2,1009.8,0
2016-12-26,7.5,1.9,11,,,,60.5,123.5,1010.5,186
2016-12-27,7.9,7.3,8.5,,,,56.9,99,1024.8,150
2016-12-28,6.8,5.8,7.7,,,,25.6,41,1037,318
2016-12-29,3.8,2.2,5.9,,,,29.2,50,1036,312
2016-12-30,2.1,0.9,3.1,,,,32.8,53.3,1030.1,210
2016-12-31,4.4,2.2,6,,,,42.8,63.7,1021.7,0
2017-01-01,5.4,4.5,6.6,,,,37.8,65.5,1010.2,0
2017-01-02,3.6,1.5,5,,,,29.5,54,1012.5,342
2017-01-03,5.6,3.4,8.2,,,,49,90,1005.8,0
2017-01-04,4,-0.3,6.1,,,,59.4,97.2,1000.5,234
2017-01-05,-2.3,-3.9,1.2,,,,39.2,63.4,1028.6,216
2017-01-06,-3.8,-4.3,-3.1,,,,20.9,50,1037.1,432
2017-01-07,-0.1,-3.8,4.3,,,,37.8,58.7,1023.1,0
2017-01-08,2.7,1.6,3.8,,,,17.6,31.7,1026.1,0
2017-01-09,2,1.4,2.9,,,,31,62.6,1018.6,0
2017-01-10,2,1.1,2.8,,,,37.4,60.5,1006,18
2017-01-11,4.3,2.5,7.3,,,,51.8,91.1,993.5,6
2017-01-12,3.8,2.1,5.6,,,,43.2,99.7,993.4,198
2017-01-13,2.5,1.1,4,,,,24.1,47.5,988.8,210
2017-01-14,2,0.5,3.1,,,,31.3,63,998.6,360
2017-01-15,1.9,0.9,2.7,,,,32,57.2,1012.9,186
2017-01-16,1.4,0.6,2.3,,,,25.2,37.1,1024.8,450
2017-01-17,0.8,0.1,1.7,,,,15.5,28.8,1034,162
2017-01-18,0.1,-0.9,0.7,,,,27.4,40.7,1035.7,0
2017-01-19,1.1,-0.6,2.3,,,,30.6,42.1,1033.6,0
2017-01-20,3.2,2,4.4,,,,24.5,36,1031.6,0
2017-01-21,4.9,3.8,6.9,,,,18,35.3,1028.7,6
2017-01-22,1.5,-0.7,4.1,,,,12.6,31,1025.7,0
2017-01-23,0.7,-0.6,1.9,,,,17.6,35.3,1022.2,78
2017-01-24,1.5,-0.6,2.6,,,,23.4,32,1024.8,0
2017-01-25,-1.5,-2.6,-0.3,,,,16.6,30.2,1029.6,0
2017-01-26,0,-2.5,1.8,,,,21.6,43.9,1027.4,72
2017-01-27,1,-0.3,2.7,,,,25.9,45.4,1019.6,438
2017-01-28,0.8,-1.9,2.5,,,,19.1,38.2,1016,456
2017-01-29,3.1,-1.9,4.8,,,,29.2,48.2,1013.5,0
2017-01-30,2.5,1.4,3.6,,,,34.2,65.9,1011,0
2017-01-31,2.7,1.8,3.2,,,,34.2,58.7,1015.1,0
2017-02-01,1.1,0.1,2.1,,,,27.4,53.3,1016.6,0
2017-02-02,1.3,-0.1,2.4,,,,27,49.7,1008.4,0
2017-02-03,1.3,0.5,2.2,,,,22.3,40.7,1003,0
2017-02-04,4.3,2.1,6.1,,,,20.2,41.4,1000,120
2017-02-05,2,0.5,3,,,,33.8,50,1003.8,0
2017-02-06,1.9,1,2.8,,,,40,69.5,1018.5,24
2017-02-07,0.6,-0.6,1.9,,,,47.5,66.2,1022.5,0
2017-02-08,-1.7,-2.4,-0.2,,,,37.8,61.9,1027.8,0
2017-02-09,-2.2,-2.9,-1.7,,,,28.4,51.5,1031.1,0
2017-02-10,-1.5,-3.1,0.2,,,,45,62.3,1027.3,6
2017-02-11,0,-0.7,1,,,,53.6,78.1,1026.1,0
2017-02-12,-0.2,-0.8,0.6,,,,46.1,59,1032.1,0
2017-02-13,-1.2,-2.7,0.2,,,,33.1,43.6,1035.7,360
2017-02-14,-1.4,-3.3,2.1,,,,24.5,34.2,1033.1,120
2017-02-15,2.9,-0.2,7.8,,,,13,24.5,1029.9,534
2017-02-16,5.2,4.2,6.1,,,,32.4,54.4,1022.2,90
2017-02-17,4.9,3.6,6.6,,,,24.5,42.8,1017,66
2017-02-18,3.5,2.2,4.7,,,,27.4,49.3,1020.7,0
2017-02-19,5.2,4.3,6.2,,,,34.2,51.8,1012.8,0
2017-02-20,6.6,4.8,8,,,,49.3,73.4,1003.6,0
2017-02-21,5.8,4,7.4,,,,43.2,64.4,1003,276
2017-02-22,6.2,4.4,8.3,,,,57.2,83.9,991.8,156
2017-02-23,4.7,2.1,6.8,,,,40,110.2,985.5,0
2017-02-24,2.7,1.2,5.1,,,,37.4,71.6,1000.1,468
2017-02-25,2.9,1.3,5.7,,,,39.6,74.9,1010.1,12
2017-02-26,7,5.4,8.6,,,,43.2,70.2,1002,0
2017-02-27,9.4,7.8,10.7,,,,39.6,60.8,994.7,0
2017-02-28,5.1,3.1,9,,,,42.8,86.8,984.4,240
2017-03-01,4,2.6,5.8,,,,36.4,56.2,992.1,210
2017-03-02,4.6,2.9,6.8,,,,32,63.4,997,282
2017-03-03,6.1,3.8,8.5,,,,31,51.5,1003.9,462
2017-03-04,5.4,3.8,9.6,,,,30.2,41.8,993.6,30
2017-03-05,5.6,4.1,8.2,,,,29.9,59.8,994.4,30
2017-03-06,3,1.6,4.7,,,,45,70.9,1000.8,0
2017-03-07,1.1,0.6,2.1,,,,21.2,50,1011.7,0
2017-03-08,3.7,0.7,6.5,,,,27.4,49.3,1011.9,24
2017-03-09,5.3,3.6,8.1,,,,25.9,53.3,1010.8,18
2017-03-10,6,3.5,9.2,,,,29.9,55.1,1019.9,198
2017-03-11,2.9,1.3,4.1,,,,18.7,40,1022.8,282
2017-03-12,3.1,1.6,4.3,,,,34.9,49,1020.5,18
2017-03-13,4.2,2,7.5,,,,21.2,37.4,1022.2,42
2017-03-14,6.9,3.8,10.7,,,,34.2,60.8,1022.6,132
2017-03-15,6.5,4.5,8.6,,,,36,51.5,1023.5,612
2017-03-16,8.6,4.4,13.5,,,,32,42.8,1017.3,246
2017-03-17,6.3,4.5,9.7,,,,43.2,75.2,1004.4,222
2017-03-18,5.2,3.2,7,,,,46.1,86.8,995,312
2017-03-19,4.4,1.1,8,,,,30.6,55.4,999.9,0
2017-03-20,8.1,5.4,10.7,,,,33.8,107.6,997.8,0
2017-03-21,6.4,4.4,8.9,,,,42.1,74.5,1001.1,480
2017-03-22,6.8,3.2,11.9,,,,24.5,49,1013.2,696
2017-03-23,5.8,4.6,7.6,,,,22.3,39.2,1020.4,282
2017-03-24,5.8,3.8,8.3,,,,9.7,26.6,1029.2,684
2017-03-25,6.4,3.9,9.7,,,,23.4,38.2,1026.8,420
2017-03-26,5.8,4,7.9,,,,11.5,29.5,1024.4,342
2017-03-27,7,1.3,13,,,,13.7,26.3,1022.5,648
2017-03-28,8.1,5.1,12.4,,,,12.6,28.8,1017.1,714
2017-03-29,8.1,6.5,9.4,,,,29.5,54.7,1016.2,108
2017-03-30,11.5,6.3,16.3,,,,24.1,56.9,1018.5,150
2017-03-31,15.7,11.8,20.1,,,,22.7,48.2,1011.2,474
2017-04-01,11.8,9.8,15.2,,,,14.8,42.8,1009.4,534
2017-04-02,9.8,7.7,12.9,,,,22.7,43.9,1015.1,480
2017-04-03,7.9,6.4,9.7,,,,14,29.9,1024.1,756
2017-04-04,8.5,5.7,11,,,,13.7,27.4,1023,750
2017-04-05,7.6,5.5,9.6,,,,35.3,70.6,1017.4,246
2017-04-06,6.9,4.6,9.1,,,,34.9,59,1018.5,414
2017-04-07,8.5,7.1,10.4,,,,42.1,61.6,1015.1,288
2017-04-08,8.5,6.5,11,,,,25.9,40.3,1020.3,6
2017-04-09,10.4,4.7,15.6,,,,16.2,37.8,1019.4,792
2017-04-10,9.2,6,13.9,,,,42.5,63.7,1011.6,96
2017-04-11,6.6,3.8,8.4,,,,39.2,57.2,1015.9,408
2017-04-12,7.8,6.5,8.5,,,,42.1,59,1004.9,0
2017-04-13,7.4,6.2,9,,,,44.3,66.2,1004.4,318
2017-04-14,7.7,6.2,9.8,,,,34.6,54.4,1008.1,114
2017-04-15,7,4.7,8.6,,,,41.8,84.2,1003.5,318
2017-04-16,5.2,3,6.7,,,,20.9,43.2,1010.7,294
2017-04-17,5.1,1.9,8.3,,,,18.4,65.2,1012.9,588
2017-04-18,3.9,3.1,4.8,,,,38.9,65.5,1025.4,642
2017-04-19,,,,,,,,,,
2017-04-20,,,,,,,,,,
2017-04-21,,,,,,,,,,
2017-04-22,,,,,,,,,,
2017-04-23,,,,,,,,,,
2017-04-24,,,,,,,,,,
2017-04-25,,,,,,,,,,
2017-04-26,,,,,,,,,,
2017-04-27,6.7,4,8.2,,,,,49,,588
2017-04-28,7,5,8.9,,,,25.6,49,1009,54
2017-04-29,5.8,3.7,7.4,,,,16.6,35.6,1014.1,528
2017-04-30,7.4,5,9.6,,,,41.4,70.2,1016.8,864
2017-05-01,7.9,6.9,8.6,,,,59.4,82.4,1014.6,714
2017-05-02,8.4,7.2,9.8,,,,54.4,79.2,1019.1,600
