Feature 1,Feature 2,R²,Adjustiertes R²,AIC,BIC,P-Wert (Feature 1),P-Wert (Feature 2)
Temp_Very_Cold,Wind_Moderate,0.010933997139286888,0.008387046058958902,17518.650248359703,17538.90586420559,0.0076501596869750135,0.027786122016477108
Wind_Moderate,Weather_Moderate,0.0109260836000733,0.008379112141532752,17518.659601517436,17538.915217363323,0.02828468599917035,0.02104643044573132
Wind_Strong,Freitag,0.010912645153594913,0.008365639089612742,17518.67548449337,17538.931100339258,0.13048301252469488,0.014369227120189407
Temp_Very_Cold,Weather_Severe,0.010912621843164994,0.008365615719156061,17518.675512043912,17538.9311278898,0.011739139152443553,0.8554542564611805
Cloud_Clear,Cloud_Partly_Cloudy,0.010912186624734366,0.008365179379991261,17518.676026427416,17538.931642273303,0.40595098429772936,0.4059509842977286
Saisonbrot,Temp_Very_Cold,0.010885958440543853,0.008338883655412244,17518.707025030766,17538.962640876653,0.06793660336872866,0.005995170956678336
Temp_Very_Cold,Freitag,0.010884569041301528,0.008337490678317794,17518.708667112976,17538.964282958863,0.008906967279583938,0.01731145632815049
Cloud_Clear,Wind_Moderate,0.010881364720713771,0.00833427810626075,17518.71245417825,17538.968070024137,0.0807131409216309,0.035230190373686764
Weather_Severe,Dienstag,0.010876407542492084,0.008329308162773219,17518.71831285547,17538.973928701358,0.7032748585031616,0.0004571073861819856
Weather_Moderate,Montag,0.010873372548358073,0.008326265353203688,17518.721899770928,17538.977515616814,0.01597228884311864,0.010601392234979336
Cloud_Clear,Wind_Strong,0.01085598046413594,0.008308828482498587,17518.742454437182,17538.99807028307,0.04555500656094061,0.26424071617987677
Weather_Light_Issues,Montag,0.010837731438599452,0.008290532463763212,17518.76402148267,17539.019637328558,0.2850629983988657,0.008308711279335069
Donnerstag,Freitag,0.01083309540754096,0.008285884494427354,17518.769500368977,17539.025116214863,0.00921442252394348,0.004783850814947338
Temp_Very_Cold,Cloud_Clear,0.010830960135381207,0.008283743723712655,17518.772023836398,17539.027639682285,0.010727364292676825,0.040124768485451615
Wind_Moderate,Weather_Severe,0.010820242047302808,0.008272998035407486,17518.78469040458,17539.040306250467,0.022886991355699864,0.37623742498894674
Wind_Strong,Feiertag,0.009958944976301454,0.008260761348473533,17517.802117397016,17532.993829281433,0.14724244965690136,0.0019192419548338918
Saisonbrot,Temp_Very_Cold,0.0108035916412339,0.008256304752756405,17518.804367476136,17539.059983322022,0.030378174100925307,0.0064430134684779275
Cloud_Partly_Cloudy,Wind_Light,0.010798707119617168,0.008251407652972387,17518.810139829962,17539.06575567585,0.051003786277633224,0.1950309678029054
Cloud_Clear,Weather_Moderate,0.010798136721282714,0.008250835785801103,17518.810813904554,17539.06642975044,0.016156239503252075,0.005039215753457317
Saisonbrot,Temp_Hot,0.01079655412664604,0.008249249115813373,17518.812684151388,17539.068299997274,0.06268200246121373,0.004316435234163374
Temp_Hot,Wind_Strong,0.010783303811540357,0.00823596467972465,17518.82834272464,17539.083958570525,0.003060727028414231,0.23171451474481908
Temp_Very_Cold,Wind_Light,0.010781757688402949,0.00823441457515428,17518.830169843553,17539.08578568944,0.012662638603129177,0.26104658534856334
Wind_Light,Weather_Light_Issues,0.010777367722097808,0.0082300133042148,17518.8353576363,17539.090973482187,0.1866017535564676,0.20415431181314173
Temp_Very_Cold,Weather_Severe,0.010773563612824222,0.00822619939895175,17518.839853080546,17539.095468926433,0.012789311390437801,0.8306438083808259
Wind_Strong,Weather_Light_Issues,0.010773262590025534,0.00822589760098702,17518.840208808604,17539.09582465449,0.26008310249527117,0.04039354237058742
Temp_Very_Cold,Weather_Moderate,0.010770210246253131,0.008222837397101834,17518.8438158526,17539.099431698487,0.0164613235040395,0.03108130523447382
Weather_Moderate,KielerWoche,0.010769816364325058,0.008222442500885552,17518.844281313595,17539.09989715948,0.016222759858905783,0.016465668647562787
Temp_Very_Cold,VPI,0.010763049351015241,0.008215658061790476,17518.852278048464,17539.10789389435,0.007617638278691591,0.2652447077422244
Temp_Very_Cold,Wind_Light,0.010746976470631053,0.008199543792014707,17518.871271520675,17539.12688736656,0.0241597025560574,0.3102232041618717
Temp_Very_Cold,KielerWoche,0.01073635586546895,0.008188895837654697,17518.883821819225,17539.13943766511,0.009577761887317267,0.019125114258702638
Cloud_Partly_Cloudy,Wind_Strong,0.010733051908924929,0.008185583373068073,17518.887726055244,17539.14334190113,0.034315222805564045,0.10194648941204859
Wind_Light,Weather_Moderate,0.010730223682601792,0.008182747863758721,17518.891068117617,17539.146683963503,0.27570955827813637,0.02448714691151038
KielerWoche,Montag,0.010728123644311305,0.00818064241764438,17518.893549687575,17539.14916553346,0.017606018317211508,0.009629953052267486
Temp_Very_Cold,Weather_Moderate,0.009871829009741373,0.008173495954869603,17517.904975843292,17533.09668772771,0.02023743253266635,0.0343345345197387
Weather_Moderate,Freitag,0.009871331352115487,0.008172997443628649,17517.90556340522,17533.097275289638,0.017281348250662923,0.020244227468739932
Montag,is_holiday,0.009866531714919802,0.008168189573779072,17517.911230105376,17533.102941989793,0.008844439195436989,
Saisonbrot,Weather_Light_Issues,0.010683332276887447,0.008135735707643366,17518.94647742607,17539.202093271957,0.048099485456197466,0.2927737396539044
Temp_Hot,Wind_Light,0.009831558714997857,0.00813315658586411,17517.9525202104,17533.14423209482,0.0019093106672976963,0.11585193295565022
Wind_Light,Weather_Moderate,0.01067802051220823,0.008130410264600263,17518.95275391614,17539.208369762026,0.2376993621169502,0.01585559355343814
Saisonbrot,Montag,0.01067555537985665,0.008127938784268318,17518.955666755628,17539.211282601515,0.024381442537919247,0.007006461895794945
Wind_Strong,Weather_Light_Issues,0.010670233259014061,0.00812260295839351,17518.961955433286,17539.217571279172,0.2033519879244572,0.3602768719154025
Wind_Moderate,Weather_Light_Issues,0.010664361374657538,0.008116715953304765,17518.968893678422,17539.22450952431,0.024656621243506982,0.2416454808472142
Wind_Strong,Weather_Moderate,0.010657615986546798,0.008109953195095887,17518.976864008724,17539.23247985461,0.1308970513981733,0.017042558513843894
VPI,Heimspiel,0.010649275909373146,0.00810159164132862,17518.986718543696,17539.242334389583,0.42149635586567114,0.13059434944223572
Saisonbrot,Cloud_Clear,0.010647373658382975,0.008099684491838066,17518.988966208974,17539.24458205486,0.06270102717111366,0.05443486462504025
Cloud_Clear,Montag,0.0097967006605435,0.0080982387405788,17517.993673156412,17533.18538504083,0.03305443416020809,0.007310951544078807
Temp_Very_Cold,Cloud_Partly_Cloudy,0.010629056848136975,0.008081320513840362,17519.01060879868,17539.266224644565,0.012514023218457212,0.046182254626064755
Saisonbrot,Temp_Hot,0.010622318567333311,0.008074564881240698,17519.01857044693,17539.274186292816,0.06646345603591672,0.004097123929709216
KielerWoche,Freitag,0.010621717816573839,0.008073962583483474,17519.01928026426,17539.274896110146,0.01410806239466923,0.017917045627681212
Temp_Hot,Wind_Light,0.01060561316738129,0.008057816463091338,17519.03830855912,17539.293924405007,0.0032803019948852556,0.09932420559537468
Weather_Moderate,Donnerstag,0.01060070078243236,0.008052891428224074,17519.044112679123,17539.29972852501,0.012513943918275573,0.03536220125478774
KielerWoche,Freitag,0.009746149006160998,0.008047600376669073,17518.05335117972,17533.245063064136,0.018797811418309485,0.01823223797447136
Saisonbrot,Montag,0.009742569524548328,0.008044014755293816,17518.057576769384,17533.249288653802,0.03430886897587505,0.00720345228749357
Wind_Moderate,Montag,0.010586161158575913,0.008038314363276178,17519.06129148187,17539.316907327757,0.02590911598095575,0.009618971324294673
Weather_Moderate,KielerWoche,0.009720375135732318,0.008021782297200186,17518.083776976502,17533.27548886092,0.01855091957705831,0.02241822797752574
KielerWoche,Heimspiel,0.010564622994747475,0.008016720736364835,17519.0867387098,17539.342354555687,0.017650596712488666,0.12896632215642742
Temp_Hot,Cloud_Clear,0.010564334270658282,0.008016431268780155,17519.08707983204,17539.342695677926,0.010125055673851621,0.1855616506057642
Temp_Very_Cold,is_holiday,0.009708115343240786,0.008009501475905068,17518.09824926125,17533.289961145667,0.009818608270419893,
Saisonbrot,Wind_Strong,0.010556002905979023,0.008008078449943001,17519.09692314439,17539.352538990275,0.03971268472479137,0.12219725746002835
Wind_Strong,KielerWoche,0.01055258146693705,0.008004648200328313,17519.10096547052,17539.356581316406,0.13014860398837477,0.01828786066672581
Montag,VPI,0.010552265361118751,0.008004331280503596,17519.10133893922,17539.356954785108,0.008750132675864,0.36907585051098213
Weather_Light_Issues,Weather_Moderate,0.009695259992510086,0.007996624074830039,17518.11342439062,17533.305136275038,0.022802719048187814,0.0017297768234510974
Temp_Very_Cold,Wind_Moderate,0.010540980930147659,0.007993017790911994,17519.114671047748,17539.370286893634,0.008430793252222658,0.09498495607414634
Temp_Very_Cold,Wind_Light,0.010540980930147659,0.007993017790911994,17519.114671047748,17539.370286893634,0.008430793252222332,0.09498495607414804
Temp_Very_Cold,Wind_Light,0.010540980930147659,0.007993017790911994,17519.114671047748,17539.370286893634,0.008430793252221262,0.5211924101227834
Weather_Moderate,Weather_Severe,0.01053838214797087,0.007990412316592255,17519.117741384485,17539.37335723037,0.015060982361486772,0.3756803509456529
Cloud_Partly_Cloudy,Weather_Light_Issues,0.010520628048284908,0.007972612498194698,17519.138716787635,17539.39433263352,0.05392539593003019,0.2449485930396069
Temp_Very_Cold,Cloud_Partly_Cloudy,0.010511106203119902,0.007963066133256702,17519.149966121127,17539.405581967014,0.007721974239357642,0.03715059987796761
Wind_Light,KielerWoche,0.010508684538663382,0.007960638232754391,17519.15282711563,17539.408442961518,0.1867077376609799,0.017761561047256767
Freitag,Heimspiel,0.010507219014505353,0.007959168934714378,17519.154558506747,17539.410174352633,0.01834456956855807,0.1785659848473112
Temp_Hot,Wind_Light,0.0105049697869678,0.007956913915174613,17519.157215771207,17539.412831617094,0.0016864355604247834,0.10841967201287986
Saisonbrot,Cloud_Clear,0.010501569151121548,0.007953504522326238,17519.161233311825,17539.41684915771,0.06334894003017578,0.07715582504120407
Cloud_Clear,Weather_Moderate,0.01048839932621437,0.007940300783706777,17519.17679212666,17539.432407972545,0.019912810519978227,0.005276195332109808
Weather_Moderate,Freitag,0.010486637159863088,0.007938534079588111,17519.178873932095,17539.43448977798,0.015439670911696651,0.019917097377324822
Temp_Very_Cold,Cloud_Clear,0.009635025056033086,0.007936285819422628,17518.1845262409,17533.37623812532,0.008129798208159018,0.04044177272781591
Saisonbrot,Temp_Very_Cold,0.010475243848804383,0.007927111429530953,17519.19233378464,17539.447949630525,0.05143939151335254,0.011176266269367293
KielerWoche,Donnerstag,0.010463845145992634,0.007915683373836413,17519.20579985181,17539.461415697697,0.013707001388988909,0.04132328758222979
Cloud_Clear,Weather_Good,0.010458479986234503,0.007910304398216272,17519.212138028262,17539.46775387415,0.023594178237752846,0.37759209320625053
Temp_Very_Cold,Cloud_Partly_Cloudy,0.009605955139754374,0.007907166040508784,17518.218839079353,17533.41055096377,0.00977168571029535,0.041266350422922274
Wind_Moderate,Weather_Light_Issues,0.010445364394757406,0.007897155032683845,17519.227632097507,17539.483247943394,0.026439582002927654,0.2551188785191943
Cloud_Partly_Cloudy,Montag,0.010439880052471762,0.007891656567628358,17519.234110949845,17539.48972679573,0.0467629219885513,0.015901163678994495
Weather_Moderate,Weather_Severe,0.010424248155514348,0.007875984416859105,17519.252577279323,17539.50819312521,0.016146155825826767,0.36285144812474757
Temp_Very_Cold,Wind_Moderate,0.01042207134669082,0.007873802002519192,17519.255148771914,17539.5107646178,0.009715147174543833,0.026436890962471066
Temp_Hot,Heimspiel,0.00956754459844733,0.007868689614911273,17518.264175632343,17533.45588751676,0.002381973457466341,0.1414789487161982
Wind_Strong,VPI,0.010405412545653414,0.007857100303281794,17519.274827843095,17539.530443688982,0.1574627650931024,0.46860656770542664
Temp_Very_Cold,Cloud_Clear,0.010403708437512926,0.007855391806879997,17519.276840890387,17539.532456736273,0.006518481257611689,0.040018312006446996
Weather_Severe,Montag,0.010402355136192476,0.007854035020663397,17519.27843953033,17539.534055376218,0.42722521785840606,0.008288347762040795
Wind_Moderate,Weather_Good,0.01038546639663318,0.007837102790787642,17519.298389828495,17539.55400567438,0.024792812259746264,0.6025026094318809
Weather_Severe,Heimspiel,0.010381504017608512,0.007833130208211858,17519.303070450747,17539.558686296634,0.5650678016696791,0.13523360123331807
Heimspiel,Feiertag,0.01037990511728204,0.007831527190545473,17519.30495917148,17539.560575017367,0.12497400297351517,0.001422252823528409
Weather_Good,Weather_Moderate,0.010365957719476016,0.007817543876693533,17519.321434577778,17539.577050423664,0.44557623781134803,0.014405360071637096
Weather_Good,Heimspiel,0.010350853118725745,0.007802400379975705,17519.339276671697,17539.594892517584,0.5870731755863624,0.12991835878216312
Wind_Moderate,Freitag,0.009498928182603783,0.0077999555036717405,17518.34516026817,17533.53687215259,0.022209568404658354,0.01500280860295429
Saisonbrot,Wind_Strong,0.010344629324807508,0.0077961605591203575,17519.34662836016,17539.602244206046,0.05451669895352981,0.12303009605643972
Weather_Moderate,Donnerstag,0.009492855019420876,0.00779387192339942,17518.352327858593,17533.54403974301,0.01147490219453492,0.026161949690915298
Temp_Hot,Cloud_Clear,0.009488397898611445,0.007789407157442807,17518.35758815634,17533.54930004076,0.008953331572067959,0.15035295356662537
Temp_Very_Cold,Weather_Good,0.010334268578425898,0.0077857731327051205,17519.35886660943,17539.614482455316,0.007231610400461929,0.7158325483694843
Wind_Light,Freitag,0.010323150940808934,0.007774626865978407,17519.371998766037,17539.627614611923,0.20691010455626835,0.01719952294811518
Weather_Light_Issues,Weather_Moderate,0.010320009062057767,0.007771476896552332,17519.375709927346,17539.631325773233,0.022289196127007846,0.0015040723475036903
Weather_Moderate,Heimspiel,0.010318799843709758,0.007770264564337381,17519.377138242962,17539.63275408885,0.020826914353987824,0.169982233023082
Weather_Severe,KielerWoche,0.010317839016724117,0.007769301263119144,17519.378273160146,17539.633889006032,0.41218850156662734,0.01745745014116271
Cloud_Clear,Wind_Light,0.010316891534668748,0.0077683513411958005,17519.37939231338,17539.63500815927,0.03247301385130772,0.19517567807306083
Wind_Strong,Weather_Severe,0.010314852709964129,0.007766307266298789,17519.381800542447,17539.637416388334,0.14229659683435258,0.5175869766358498
Saisonbrot,Temp_Very_Cold,0.009458971258023752,0.007759930042342877,17518.392316908434,17533.58402879285,0.045714459141353116,0.008678669756589544
Saisonbrot,Weather_Severe,0.010299714288006911,0.007751129861280792,17519.399681663497,17539.655297509384,0.03264238384187145,0.4182018922204018
Cloud_Partly_Cloudy,Freitag,0.010297024367743157,0.007748433014183709,17519.40285890065,17539.658474746535,0.03559354204824311,0.01749850562762681
Cloud_Clear,Wind_Strong,0.010290805460039354,0.007742198092125285,17519.410204417884,17539.66582026377,0.046636309440616884,0.1993108215628507
Temp_Hot,Wind_Light,0.01028707097593673,0.007738453991325445,17519.41461541427,17539.670231260156,0.0019117150326246589,0.10947062870860828
Weather_Good,Weather_Moderate,0.010280455829302593,0.007731821809978889,17519.42242887244,17539.678044718326,0.416983075400717,0.015292824066434715
Temp_Very_Cold,Cloud_Clear,0.010274746057509221,0.007726097334910587,17519.429172908174,17539.68478875406,0.00847443450412033,0.02923263865112511
Cloud_Partly_Cloudy,Weather_Moderate,0.01027448565094291,0.007725836257769458,17519.429480483668,17539.685096329555,0.04433611009953428,0.017765230554022
Wind_Moderate,Wind_Strong,0.010271587591191289,0.007722930735203026,17519.432903480087,17539.688519325973,0.06885186534430017,0.7110383787301043
Wind_Light,Wind_Strong,0.010271587591191289,0.007722930735203026,17519.432903480087,17539.688519325973,0.06885186534430017,0.07419059142587342
Wind_Light,Wind_Moderate,0.010271587591191178,0.007722930735202915,17519.432903480087,17539.688519325973,0.7110383787301114,0.0741905914258745
Wind_Moderate,Heimspiel,0.010268507086953815,0.0077198422983365544,17519.436541956868,17539.692157802754,0.02154645022046686,0.1269685604116802
Temp_Very_Cold,Weather_Good,0.01026036584192569,0.007711680088729023,17519.446157773244,17539.70177361913,0.02142566317392008,0.4990049928912885
Wind_Light,Feiertag,0.009406710525637907,0.007707579668906672,17518.453991470942,17533.64570335536,0.22842110296574053,0.002507967950041716
Wind_Strong,Weather_Good,0.010251603698056222,0.0077028953813989,17519.456506859497,17539.712122705383,0.14011453514359007,0.55736898764087
Temp_Very_Cold,Wind_Moderate,0.0102481861038064,0.00769946898647722,17519.460543401306,17539.716159247193,0.013214690295356483,0.026783705365560816
Cloud_Partly_Cloudy,KielerWoche,0.010245577816230034,0.007696853982280483,17519.463624056592,17539.71923990248,0.048117531820262405,0.01811347465040292
Cloud_Clear,Montag,0.010243119789166366,0.007694389625533371,17519.466527231365,17539.72214307725,0.032757701936377975,0.007241285245836377
Temp_Very_Cold,Weather_Severe,0.010237699136899092,0.007688955014504839,17519.47292953609,17539.728545381975,0.009291601975187939,0.890662283316423
Weather_Light_Issues,KielerWoche,0.010233391771722333,0.007684636557400593,17519.478016918107,17539.733632763993,0.23349086196579275,0.016354302746672742
Temp_Very_Cold,Donnerstag,0.010224763787191615,0.007675986354883979,17519.488207269926,17539.743823115812,0.0071160104321032714,0.02704430977949727
Cloud_Partly_Cloudy,Wind_Moderate,0.010222271052440113,0.0076734872010730815,17519.491151375973,17539.74676722186,0.034002180217058926,0.018399365351111925
Cloud_Partly_Cloudy,Montag,0.009371258920460424,0.007672067254800963,17518.49582719235,17533.687539076767,0.04437312820776423,0.011412728086975911
Cloud_Partly_Cloudy,Wind_Light,0.010213846714042574,0.007665041169100273,17519.501101094367,17539.756716940254,0.03785671743322999,0.21736186065050264
Temp_Hot,Weather_Light_Issues,0.010194209795562736,0.007645353683448319,17519.524293306054,17539.77990915194,0.003951593549666014,0.39061256483629536
Wind_Moderate,KielerWoche,0.009344258222178992,0.007645020243143397,17518.527689165294,17533.71940104971,0.023915116356137092,0.016638066140108456
Temp_Very_Cold,Wind_Moderate,0.010193303956094302,0.007644445511346132,17519.525363137996,17539.780978983883,0.009620540386856507,0.027630634744761934
Wind_Moderate,KielerWoche,0.01018802563451049,0.007639153597517878,17519.531597023364,17539.78721286925,0.024010178169152557,0.01252045343105652
Saisonbrot,Montag,0.010181463022298498,0.007632574085875254,17519.539347655245,17539.794963501132,0.5427585655025235,0.008124161842779636
Cloud_Clear,Freitag,0.010172381307407385,0.007623468984593873,17519.550073334354,17539.80568918024,0.0387949279149493,0.019597098809590104
Cloud_Clear,Weather_Moderate,0.010171565454130782,0.007622651030407601,17519.551036867873,17539.80665271376,0.01691671170381677,0.005834728838902858
Temp_Hot,VPI,0.010168158951556427,0.007619235755723541,17519.55505998392,17539.810675829805,0.0021359356043158264,0.40064618003788965
Wind_Moderate,Montag,0.010161639041398995,0.00761269905609796,17519.56276002907,17539.81837587496,0.025816032304957236,0.009823703845761107
Weather_Light_Issues,Feiertag,0.009294551021952424,0.0075952277818529534,17518.586343505904,17533.77805539032,0.2508236437390865,0.0022362689703140557
Wind_Moderate,Weather_Severe,0.010143834702075027,0.007594848868689885,17519.583786780822,17539.83940262671,0.019623643630339964,0.38381631223768653
Weather_Good,Montag,0.010136587277892906,0.007587582781612867,17519.59234581005,17539.847961655938,0.5730192364768024,0.009083843632187574
Weather_Moderate,Donnerstag,0.010134555304196602,0.0075855455753662815,17519.594745509632,17539.85036135552,0.010159371916887117,0.025276024109646834
Weather_Moderate,Weather_Severe,0.010134289275950392,0.007585278862068723,17519.59505968059,17539.850675526475,0.009947687228196264,0.3851014709514289
Saisonbrot,Wind_Strong,0.010110146139200915,0.007561073554151698,17519.623571611424,17539.87918745731,0.05293671851937414,0.12254688353491039
Wind_Strong,Feiertag,0.010108185121436852,0.007559107486556416,17519.62588745241,17539.881503298297,0.1537994132681465,0.0017710473484879132
Saisonbrot,Freitag,0.010088863393635128,0.0075397360032325444,17519.64870497552,17539.904320821406,0.0411076203049129,0.01846197360818657
Cloud_Partly_Cloudy,Wind_Strong,0.01007975425340668,0.0075306034059905436,17519.659462037987,17539.915077883874,0.025025775874779766,0.11426876842977314
Saisonbrot,KielerWoche,0.010066196507068637,0.007517010747001063,17519.67547231458,17539.931088160465,0.05458090816603332,0.018745435147777184
Temp_Hot,Cloud_Clear,0.010064043729447802,0.0075148524257468985,17519.67801449901,17539.933630344898,0.008144380152122382,0.15137771458191046
Wind_Moderate,Donnerstag,0.01005456718773401,0.007505351480921352,17519.689205146413,17539.9448209923,0.018022624081194868,0.038172865607026714
Cloud_Clear,Weather_Severe,0.010050707213419052,0.007501481566758339,17519.693763277628,17539.949379123515,0.03875697118255798,0.5846637128496287
Weather_Good,KielerWoche,0.010042090683197613,0.0074928428480470766,17519.703938223018,17539.959554068904,0.5552088612914168,0.017891480054240422
Wind_Moderate,Weather_Severe,0.010027192959296327,0.007477906760908315,17519.72153019136,17539.977146037247,0.021085167848753836,0.3701813019675463
Cloud_Clear,Wind_Light,0.010026569787210282,0.007477281984087258,17519.722266057976,17539.977881903862,0.04310869273429191,0.1831207695836831
Wind_Moderate,Weather_Moderate,0.009150108601408524,0.007450537604155483,17518.756768410498,17533.948480294915,0.033071893626839106,0.01895391918365582
Wind_Light,VPI,0.009996743102993144,0.007447378492957957,17519.75748606241,17540.0131019083,0.2179793274666079,0.40486662289468545
Temp_Very_Cold,Weather_Good,0.009975614683261691,0.00742619566527869,17519.78243432287,17540.038050168758,0.01010148953910887,0.5748715147857124
Saisonbrot,Weather_Good,0.009975599491111375,0.0074261804340070015,17519.782452261443,17540.03806810733,0.03280167706370945,0.6006175739215347
Cloud_Partly_Cloudy,Weather_Light_Issues,0.009960847317267207,0.007411390271732321,17519.79987118842,17540.055487034308,0.039948665500792076,0.26856072776355794
Temp_Very_Cold,Weather_Moderate,0.00995915295753147,0.007409691548838415,17519.80187182126,17540.057487667145,0.028511849599649943,0.03263767075500027
Weather_Good,Weather_Light_Issues,0.009957576182549,0.007408110713491234,17519.8037336116,17540.059349457486,0.3772643060506937,0.1760318267882435
Temp_Hot,Wind_Light,0.009951192607837944,0.007401710700390307,17519.811271040904,17540.06688688679,0.0020114290998424853,0.11602187612317542
Saisonbrot,Weather_Moderate,0.009947130190816278,0.0073976378222089245,17519.816067729433,17540.07168357532,0.05577994417794296,0.020309951088501175
Wind_Moderate,Freitag,0.009943849872574462,0.0073943490567957015,17519.81994094246,17540.075556788346,0.022238962451750697,0.01473062440972868
Saisonbrot,Temp_Very_Cold,0.009936207074759285,0.007386686577956159,17519.82896507322,17540.084580919105,0.604509712780017,0.00954769757643194
Cloud_Clear,Wind_Strong,0.009932433681465902,0.007382903467770152,17519.833420430932,17540.08903627682,0.061500329915081316,0.1974161996096145
KielerWoche,Donnerstag,0.009932023867646356,0.007382492598635992,17519.833904309275,17540.08952015516,0.01161639071421613,0.028579706222163576
Cloud_Partly_Cloudy,Montag,0.00992635435715028,0.007376808488542164,17519.84059843428,17540.096214280165,0.040764773089955825,0.0113551574240702
Temp_Hot,Wind_Strong,0.009074166897508507,0.00737446564004296,17518.846360639127,17534.038072523545,0.0033911179132808653,0.2085653208203038
Wind_Moderate,Weather_Moderate,0.009920870190449849,0.007371310199523973,17519.84707368301,17540.102689528896,0.02926731714941329,0.0164408900714204
Temp_Hot,Weather_Severe,0.009915696929691187,0.007366123617063791,17519.853181806942,17540.10879765283,0.0024014403054825034,0.5222682184328209
Weather_Moderate,Freitag,0.009914862377583544,0.007365286915894997,17519.85416716849,17540.109783014377,0.016962055976812006,0.020101816779582844
Temp_Very_Cold,Cloud_Clear,0.009913453599382782,0.007363874509939139,17519.855830520948,17540.111446366835,0.007008093026184445,0.13910783174176924
Temp_Hot,Cloud_Clear,0.009901080363810877,0.007351469411958078,17519.870439569073,17540.12605541496,0.01084343069044412,0.1204640910365065
Wind_Light,KielerWoche,0.009900011352014237,0.007350397647341356,17519.871701740045,17540.12731758593,0.217171866163539,0.02287306609505442
Montag,Weihnachtsmarkt,0.00988169032423436,0.007332029440949128,17519.893332972813,17540.1489488187,0.00880967315829576,0.031253246756999024
Temp_Very_Cold,Weather_Moderate,0.009876791415468489,0.007327117916967607,17519.89911693835,17540.154732784238,0.020624414381681153,0.03432078064045224
KielerWoche,Donnerstag,0.009026179047117111,0.00732639547772973,17518.9029707677,17534.094682652118,0.01565467405750438,0.029699198882804444
Weather_Good,Weather_Moderate,0.00987527177420211,0.00732559436246194,17519.90091111837,17540.156526964256,0.5024873914399604,0.00977984907382818
Temp_Hot,Wind_Light,0.009861597122881594,0.007311884497447019,17519.91705611157,17540.172671957458,0.0018867252669860222,0.11579869172757612
Weather_Light_Issues,Weather_Severe,0.009860350050218902,0.007310634213438361,17519.918528458285,17540.174144304172,0.20333117710485593,0.41471455337201346
Cloud_Clear,Weather_Light_Issues,0.009855156925116626,0.007305427715481816,17519.92465966142,17540.180275507308,0.08683504325800992,0.7931687266007158
Saisonbrot,Wind_Moderate,0.009854009674690078,0.007304277510762236,17519.92601414504,17540.181629990926,0.04387397045752784,0.02162718429792281
Weather_Light_Issues,Freitag,0.009852052841956449,0.007302315638974433,17519.928324445973,17540.18394029186,0.3081167620079925,0.01597272435216807
Cloud_Clear,Montag,0.00984746216275978,0.007297713138286199,17519.933744334543,17540.18936018043,0.031995423746359455,0.007211921859679428
Cloud_Partly_Cloudy,Weather_Severe,0.009844374509909048,0.007294617534398085,17519.937389692623,17540.19300553851,0.04472975688375005,0.4557597880932206
Wind_Strong,Donnerstag,0.009832432501486243,0.0072826447740222955,17519.95148861132,17540.207104457208,0.14716022424285866,0.02979445979371738
Saisonbrot,Wind_Light,0.00982370556839185,0.007273895368138827,17519.961791655132,17540.21740750102,0.04967098099305307,0.21650452552651717
Freitag,is_holiday,0.008968449398498723,0.007268566807415611,17518.971069432035,17534.162781316452,0.016050748143151095,
Cloud_Partly_Cloudy,Wind_Light,0.009813219110652027,0.0072633819066451055,17519.974171878992,17540.22978772488,0.04592138558694445,0.2827437512610394
Weather_Light_Issues,VPI,0.009812035758471338,0.007262195507205638,17519.9755689264,17540.231184772285,0.254143619183599,0.4353820067510258
Wind_Moderate,Weather_Good,0.009794381899278393,0.00724449618743106,17519.996410603104,17540.25202644899,0.021137775191862572,0.5555845287782945
Temp_Very_Cold,Cloud_Partly_Cloudy,0.009789547383168284,0.007239649221923217,17520.00211803945,17540.257733885337,0.00998613195830508,0.04082845119803277
KielerWoche,Freitag,0.009777920882604207,0.007227992781872805,17520.01584370689,17540.271459552776,0.01859464190830692,0.018123998692426736
Weather_Moderate,KielerWoche,0.009775699646885738,0.007225765826234021,17520.018465968806,17540.274081814692,0.018151050181977574,0.022081342551305925
Wind_Light,Weather_Severe,0.009772139459169438,0.0072221964706523645,17520.022668907426,17540.278284753313,0.21844690396417457,0.5121547202422855
Cloud_Clear,KielerWoche,0.00977134107030253,0.00722139602584837,17520.02361143414,17540.279227280025,0.031901610573290426,0.009875699656601214
Cloud_Partly_Cloudy,Freitag,0.008919604107711199,0.007219637733968054,17519.028684891186,17534.220396775603,0.03296080589857427,0.015413043703139166
Saisonbrot,Montag,0.0097679129663778,0.007217959094188209,17520.02765842522,17540.283274271107,0.033792151935703695,0.007149354322526722
KielerWoche,VPI,0.009762173650213812,0.007212204998669369,17520.034433848115,17540.290049694002,0.01477060667854909,0.24338920529673644
Wind_Light,Weather_Moderate,0.00976033742653526,0.007210364046517759,17520.036601553118,17540.292217399005,0.26815217954909026,0.025145262131126573
Cloud_Clear,Weather_Good,0.009759020114615491,0.007209043342378485,17520.038156668175,17540.293772514062,0.02170775574044127,0.3120729709534193
Cloud_Clear,KielerWoche,0.008889673968615841,0.00718965625672674,17519.063987581507,17534.255699465924,0.03261101224056142,0.013307028165791044
Temp_Very_Cold,Weather_Severe,0.009732172851751764,0.0071821269449322545,17520.06984998878,17540.325465834667,0.012907656825277135,0.866428949026367
