Feature 1,Feature 2,Feature 3,R²,Adjustiertes R²
Temp_Cold,Cloud_Partly_Cloudy,Samstag,0.07953223613699278,0.07716193288240991
Temp_Hot,Weather_Moderate,Sonntag,0.07947318565430173,0.0771027303383901
Temp_Mild,Weather_Moderate,Sonntag,0.07947079983996563,0.07710033838032604
Konditorei,Temp_Warm,Wind_Moderate,0.07946135053430603,0.07709086474169058
Temp_Mild,Wind_Moderate,Sonntag,0.07944256755959267,0.07707203339880198
Cloud_Cloudy,KielerWoche,Sonntag,0.07941411655936526,0.07704350913419622
Weather_Unknown,Sonntag,Weihnachtsmarkt,0.07938930064400174,0.07701862931518799
Temp_Cold,Temp_Warm,Dienstag,0.07937462329674072,0.077003914172183
Temp_Cold,KielerWoche,Samstag,0.07936320589478019,0.07699246736918741
Brot,Dienstag,Feiertag,0.07936146397195232,0.07699072096072135
Wind_Light,Weather_Unknown,Sonntag,0.0793448547962663,0.07697406901462578
Weather_Light_Issues,Weather_Unknown,Sonntag,0.07934144677618482,0.07697065221852695
Temp_Hot,Wind_Moderate,Sonntag,0.07933200685289954,0.07696118798642637
Temp_Mild,Cloud_Clear,Sonntag,0.07933074782482274,0.07695992571621713
Temp_Hot,Mittwoch,Sonntag,0.07920429015276165,0.07683314240208206
Konditorei,Temp_Hot,Sonntag,0.07912230914061313,0.0767509502800311
Temp_Cold,Weather_Moderate,Samstag,0.07912137216697579,0.07675001089358602
Temp_Very_Cold,Temp_Cold,Temp_Warm,0.07909574493735072,0.076724317671095
Konditorei,Temp_Mild,Sonntag,0.07905980103971666,0.0766882812140679
Saisonbrot,Weather_Unknown,Sonntag,0.07903085124310316,0.07665925686862196
Temp_Cold,Samstag,is_holiday,0.0781783533605982,0.07659718415538486
Brot,Dienstag,Mittwoch,0.0789587005533765,0.07658692038312775
Weather_Unknown,Montag,Sonntag,0.07893886652501425,0.0765670352800143
Temp_Cold,Wind_Strong,Samstag,0.07888135066264834,0.07650937130813162
Temp_Hot,Sonntag,Heimspiel,0.0788715482798491,0.07649954368314493
Wind_Strong,Weather_Unknown,Sonntag,0.07886722325302986,0.07649520751891747
Temp_Mild,Cloud_Partly_Cloudy,Sonntag,0.07886515301905628,0.07649313195386931
Konditorei,Temp_Warm,Montag,0.07884656537338675,0.07647449644301785
Temp_Cold,Weather_Severe,Samstag,0.07884487412912211,0.07647280084361774
Temp_Cold,Weather_Good,Samstag,0.07875081572424569,0.07637850022825665
Temp_Cold,Samstag,Heimspiel,0.07867213876259438,0.07629962066498741
Temp_Hot,Cloud_Partly_Cloudy,Sonntag,0.07865779114517513,0.07628523610091376
Konditorei,Temp_Warm,Freitag,0.07864011386974568,0.07626751330460346
Weather_Unknown,Sonntag,is_holiday,0.07784448062782168,0.0762627387421062
Temp_Cold,Dienstag,Mittwoch,0.07863375844572074,0.07626114151467966
Konditorei,Temp_Warm,Cloud_Cloudy,0.07863138465052966,0.0762587616067113
Temp_Hot,Dienstag,Sonntag,0.07862219248010316,0.07624954576545973
Weather_Unknown,Freitag,Sonntag,0.0785968255274333,0.07622411349016489
Saisonbrot,Temp_Cold,Samstag,0.07858792168179762,0.07621518671617133
Temp_Cold,Cloud_Clear,Samstag,0.07856240660802272,0.07618960593834379
Brot,Mittwoch,Donnerstag,0.07852819113311771,0.07615530235491974
Temp_Cold,Samstag,Markt,0.07850063911286931,0.07612767938526299
Konditorei,Temp_Warm,Feiertag,0.0783782699957496,0.07600499515453696
Temp_Mild,KielerWoche,Sonntag,0.07836947821262652,0.07599618073162906
Temp_Cold,Samstag,Weihnachtsmarkt,0.07827753190824882,0.07590399765565203
Temp_Mild,Wind_Strong,Sonntag,0.0782552313757513,0.07588163969689066
Konditorei,Temp_Warm,Cloud_Partly_Cloudy,0.0782519013221924,0.07587830106808646
Cloud_Cloudy,Wind_Strong,Sonntag,0.07824214324954726,0.07586851786735727
Weather_Unknown,Sonntag,VPI,0.07821318923235998,0.07583948929046913
Temp_Cold,Weather_Light_Issues,Samstag,0.0781949717718009,0.07582122491799437
Brot,Dienstag,Donnerstag,0.07818736937497173,0.07581360294417772
Weather_Unknown,Donnerstag,Sonntag,0.07818640391797282,0.07581263500102342
Cloud_Cloudy,Sonntag,Weihnachtsmarkt,0.07815329313692887,0.07577943895616568
Cloud_Clear,Weather_Unknown,Sonntag,0.07810345642489525,0.07572947390925122
Brot,Cloud_Cloudy,Feiertag,0.07808126960521244,0.07570722995612722
Temp_Hot,KielerWoche,Sonntag,0.07805527848102356,0.07568117190200474
Saisonbrot,Cloud_Cloudy,Sonntag,0.07802928653887009,0.07565511302781147
Konditorei,Temp_Warm,Donnerstag,0.07797713272121443,0.07560282490847936
Temp_Very_Cold,Sonntag,Feiertag,0.07795442210706593,0.07558005581206273
Weather_Unknown,Sonntag,Markt,0.07790889781092192,0.07553441428597152
Weather_Severe,Weather_Unknown,Sonntag,0.07790154252179482,0.07552704005618571
Weather_Good,Weather_Unknown,Sonntag,0.07786386573477189,0.0754892662473936
Temp_Very_Cold,Mittwoch,Sonntag,0.0776780600573016,0.07530298210036768
Brot,Weather_Unknown,Feiertag,0.07758679545896086,0.07521148248589382
Cloud_Cloudy,Weather_Good,Sonntag,0.07755852221888415,0.07518313643919028
Konditorei,Temp_Warm,Wind_Light,0.07754146120317407,0.07516603148953416
Temp_Hot,Sonntag,Weihnachtsmarkt,0.07748477689281275,0.07510920121099174
Cloud_Cloudy,Montag,Sonntag,0.07744953719889536,0.07507387077108141
Temp_Mild,Sonntag,VPI,0.0774057137834484,0.07502993450563755
Cloud_Cloudy,Wind_Light,Sonntag,0.07737689682733351,0.07500104334276869
Weather_Moderate,Sonntag,Feiertag,0.07736209630667812,0.0749862047091846
Cloud_Cloudy,Sonntag,VPI,0.07735147862019887,0.07497555968102343
Temp_Mild,Weather_Light_Issues,Sonntag,0.07730943589019812,0.0749334086864819
Cloud_Cloudy,Sonntag,is_holiday,0.07650923284954769,0.07492520065889519
Konditorei,Temp_Warm,Heimspiel,0.07724834448901252,0.07487215996838337
Cloud_Cloudy,Freitag,Sonntag,0.07723646577612908,0.07486025066653978
Temp_Mild,Montag,Sonntag,0.07711901392410436,0.07474249636339392
Dienstag,Mittwoch,Sonntag,0.07709525567899433,0.07471867693825363
Saisonbrot,Temp_Hot,Sonntag,0.07709373955051257,0.07471715690557834
Temp_Mild,Sonntag,Weihnachtsmarkt,0.07705768687102932,0.07468101138657701
Brot,Freitag,Feiertag,0.07704454497141677,0.074667835645163
Konditorei,Temp_Warm,VPI,0.07694286772884418,0.07456589657278112
Cloud_Cloudy,Donnerstag,Sonntag,0.07690890836258601,0.07453184975751115
Temp_Very_Cold,Wind_Moderate,Sonntag,0.076881493514941,0.074504364313692
Temp_Very_Cold,Weather_Moderate,Sonntag,0.07686240797997101,0.07448522963142157
Temp_Hot,Wind_Strong,Sonntag,0.0768490546561148,0.07447184192132372
Temp_Very_Cold,Temp_Cold,Mittwoch,0.07683759647264288,0.07446035423179997
Temp_Mild,Sonntag,is_holiday,0.0760065380266971,0.07442164358077386
Saisonbrot,Temp_Mild,Sonntag,0.07675659842488369,0.074379147605377
Temp_Hot,Wind_Light,Sonntag,0.07674638000195011,0.07436890286890796
Cloud_Cloudy,Weather_Light_Issues,Sonntag,0.07674445842219091,0.07436697634087475
Temp_Mild,Wind_Light,Sonntag,0.07674122928105309,0.074363738884352
Konditorei,Temp_Warm,Wind_Strong,0.0767405766442768,0.07436308456696594
Konditorei,Temp_Warm,Weather_Good,0.07671010313642779,0.07433253258656458
Cloud_Cloudy,Sonntag,Markt,0.07670264315479625,0.07432505339467987
Temp_Mild,Freitag,Sonntag,0.07668751151158648,0.07430988278586526
Brot,Temp_Hot,Feiertag,0.07666044227217428,0.07428274384025713
Temp_Very_Cold,Dienstag,Sonntag,0.07662875868741825,0.07425097866687091
Cloud_Cloudy,Weather_Severe,Sonntag,0.07662147100246297,0.07424367221534489
Konditorei,Temp_Warm,is_holiday,0.07578773008577044,0.07420246032605482
Temp_Hot,Cloud_Clear,Sonntag,0.07652759809287735,0.07414955757294484
Cloud_Partly_Cloudy,Cloud_Cloudy,Sonntag,0.07651603622703751,0.07413796593405997
Cloud_Clear,Cloud_Cloudy,Sonntag,0.07651603622703751,0.07413796593405997
Cloud_Clear,Cloud_Partly_Cloudy,Sonntag,0.07651603622703751,0.07413796593405997
Temp_Very_Cold,Sonntag,Heimspiel,0.07649643552890373,0.07411831476202535
Konditorei,Temp_Very_Cold,Sonntag,0.07643268129544734,0.07405439635457722
Temp_Mild,Donnerstag,Sonntag,0.07641633796453795,0.07403801093783724
Konditorei,Temp_Warm,Weihnachtsmarkt,0.07641555035921199,0.07403722130434309
Temp_Mild,Temp_Warm,Mittwoch,0.07640652181022223,0.07402816950587088
Weather_Moderate,Mittwoch,Sonntag,0.07639535445318368,0.07401697339168978
Temp_Hot,Montag,Sonntag,0.07637645697063278,0.07399802724609372
Cloud_Clear,Weather_Moderate,Sonntag,0.07634016510130293,0.07396164192130628
Temp_Very_Cold,Cloud_Partly_Cloudy,Sonntag,0.07631275636525936,0.07393416260482655
Temp_Mild,Sonntag,Markt,0.0763011441811221,0.07392252051806925
Temp_Mild,Weather_Good,Sonntag,0.07624411225862959,0.073865341732257
Temp_Mild,Weather_Severe,Sonntag,0.07623280751426742,0.07385400787696517
Temp_Very_Cold,Cloud_Clear,Sonntag,0.07621584958322558,0.0738370062774314
Temp_Very_Cold,KielerWoche,Sonntag,0.07618994737889095,0.07381103737214134
Weather_Light_Issues,Weather_Moderate,Sonntag,0.0761687450385593,0.07378978043350837
Temp_Hot,Freitag,Sonntag,0.07616691100404394,0.07378794167615743
Mittwoch,Sonntag,Feiertag,0.07614432808504246,0.07376530060371644
Konditorei,Temp_Warm,Weather_Severe,0.0761120277394911,0.07373291708130958
Temp_Hot,Sonntag,VPI,0.07607584135114076,0.07369663750912658
Temp_Hot,Sonntag,is_holiday,0.07525794653786222,0.07367176805851039
Konditorei,Saisonbrot,Temp_Warm,0.07595815746371615,0.07357865057306479
Konditorei,Temp_Warm,Cloud_Clear,0.07592272598852523,0.07354312785802364
Konditorei,Temp_Warm,Markt,0.07589281326840647,0.07351313810944105
Temp_Cold,Temp_Warm,Feiertag,0.07582580256962634,0.07344595485092154
Sonntag,Heimspiel,Feiertag,0.07581944369585025,0.07343957960236325
Konditorei,Temp_Warm,Weather_Light_Issues,0.07579730598355605,0.07341738488308458
Weather_Moderate,Dienstag,Sonntag,0.0757686753038408,0.0733886804762971
Cloud_Partly_Cloudy,Sonntag,Feiertag,0.07576087748374916,0.07338086257598198
Temp_Hot,Donnerstag,Sonntag,0.07573868638197812,0.07335861432974289
Temp_Very_Cold,Wind_Strong,Sonntag,0.07572532264513743,0.07334521617984602
Brot,Weather_Moderate,Feiertag,0.07572421261616169,0.07334410329242647
Temp_Very_Cold,Sonntag,Weihnachtsmarkt,0.07570766344356916,0.0733275115039389
Wind_Moderate,Sonntag,Feiertag,0.07569122548590779,0.07331103121677285
Temp_Hot,Weather_Light_Issues,Sonntag,0.07567942797837302,0.07329920332939033
Temp_Very_Cold,Temp_Cold,Dienstag,0.07564136748561967,0.07326104482678442
Wind_Moderate,Weather_Moderate,Sonntag,0.07562232006713399,0.07324194835915243
Brot,Montag,Freitag,0.07561631550805303,0.07323592833768755
Temp_Hot,Weather_Severe,Sonntag,0.07560713190829516,0.07322672108917494
Saisonbrot,Temp_Very_Cold,Sonntag,0.07556311684191286,0.07318259267927407
Konditorei,Weather_Moderate,Sonntag,0.07556263278734354,0.07318210737821229
KielerWoche,Sonntag,Feiertag,0.07554943262223324,0.07316887322126053
Weather_Moderate,Sonntag,Heimspiel,0.07547514693127277,0.07309439623667524
Dienstag,Sonntag,Feiertag,0.0754457671660328,0.07306494081538739
Temp_Hot,Weather_Good,Sonntag,0.07539305204642643,0.0730120899486919
Wind_Moderate,Mittwoch,Sonntag,0.07534806619452805,0.07296698825339809
Brot,KielerWoche,Feiertag,0.07531521653751516,0.07293405400499375
Cloud_Partly_Cloudy,Weather_Moderate,Sonntag,0.07529591883355369,0.07291470660737398
Temp_Hot,Sonntag,Markt,0.07525823282435484,0.07287692355265796
Temp_Very_Cold,Weather_Light_Issues,Sonntag,0.0750313779556705,0.07264948450834607
Weather_Moderate,KielerWoche,Sonntag,0.0749877155998041,0.07260570971722857
Wind_Moderate,Sonntag,Heimspiel,0.07489168786983058,0.07250943470554694
Brot,Mittwoch,Freitag,0.07486120664766205,0.07247887499096073
Temp_Mild,Temp_Warm,Dienstag,0.07483462210277692,0.07245222198802015
Cloud_Partly_Cloudy,Mittwoch,Sonntag,0.07482808452264555,0.07244566757291848
Wind_Moderate,Dienstag,Sonntag,0.0748088783413523,0.07242641193364763
Brot,Temp_Mild,Feiertag,0.07475765034801896,0.07237505202273486
Cloud_Clear,Sonntag,Feiertag,0.07470954310968736,0.07232682090310294
Cloud_Clear,Mittwoch,Sonntag,0.07468998644410285,0.07230721387700612
Sonntag,Feiertag,Weihnachtsmarkt,0.07466184734436965,0.07227900231607187
Cloud_Partly_Cloudy,Wind_Moderate,Sonntag,0.07456542216813178,0.07218232883465914
KielerWoche,Mittwoch,Sonntag,0.07455583263576604,0.07217271460821872
Brot,Temp_Very_Cold,Feiertag,0.07452960141628862,0.0721464158405366
Weather_Moderate,Sonntag,Weihnachtsmarkt,0.0745185005095127,0.0721352863477347
Temp_Very_Cold,Montag,Sonntag,0.07450946747633624,0.07212623005352858
Wind_Strong,Weather_Moderate,Sonntag,0.07448399682534279,0.07210069381287587
Brot,Dienstag,Freitag,0.07447631159727619,0.07209298879452242
Mittwoch,Sonntag,Heimspiel,0.07446531763537667,0.07208196652199139
Konditorei,Wind_Moderate,Sonntag,0.07438797554968002,0.07200442527212558
Brot,Donnerstag,Freitag,0.07435582820714393,0.07197219514673314
Temp_Very_Cold,Sonntag,VPI,0.07431710410764503,0.07193337132852307
Temp_Cold,Temp_Warm,Freitag,0.07431210308069225,0.07192835742338932
Konditorei,Mittwoch,Sonntag,0.07430794179535671,0.07192418542229762
Saisonbrot,Sonntag,Feiertag,0.07430351513096323,0.07191974735876827
Wind_Strong,Sonntag,Feiertag,0.0742656902382316,0.07188182506287943
Saisonbrot,Weather_Moderate,Sonntag,0.07425399000922905,0.07187009470453187
Wind_Moderate,KielerWoche,Sonntag,0.074241229947284,0.07185730178405814
Konditorei,Sonntag,Feiertag,0.07419065822987092,0.07180659983904658
Cloud_Partly_Cloudy,Dienstag,Sonntag,0.07418775076566664,0.07180368488780997
Mittwoch,Sonntag,Weihnachtsmarkt,0.07416277401965943,0.0717786438240019
Temp_Cold,Temp_Warm,Temp_Hot,0.07412093537945219,0.07173669744480704
Temp_Very_Cold,Sonntag,is_holiday,0.07330618792558863,0.07171666166131008
KielerWoche,Sonntag,Heimspiel,0.07406961549904478,0.07168524541020116
Temp_Very_Cold,Freitag,Sonntag,0.07404123096171311,0.07165678777964035
Temp_Very_Cold,Wind_Light,Sonntag,0.07404104687367119,0.07165660321755196
Saisonbrot,Mittwoch,Sonntag,0.0740399264442898,0.07165547990294463
Konditorei,KielerWoche,Sonntag,0.07398250738329137,0.07159791298170337
KielerWoche,Dienstag,Sonntag,0.07393674482778978,0.07155203258271114
Temp_Cold,Temp_Warm,Donnerstag,0.07390729393161144,0.07152250584731523
Cloud_Clear,Sonntag,Heimspiel,0.07390297022403058,0.07151817100572344
Cloud_Partly_Cloudy,Sonntag,Heimspiel,0.07387940801924286,0.0714945481257302
Konditorei,Dienstag,Sonntag,0.07385446824540398,0.07146954412929774
Brot,Wind_Moderate,Feiertag,0.07379604087109515,0.07141096629823107
Montag,Sonntag,Feiertag,0.07376914591752182,0.07138400208726658
Konditorei,Cloud_Partly_Cloudy,Sonntag,0.07376163075477593,0.0713764675721702
Cloud_Clear,Dienstag,Sonntag,0.0737572527133461,0.07137207825681402
Montag,Mittwoch,Sonntag,0.07375280447524046,0.07136761856401796
Wind_Moderate,Sonntag,Weihnachtsmarkt,0.07374199675544024,0.0713567830131796
Temp_Very_Cold,Donnerstag,Sonntag,0.07372773704528779,0.07134248658274345
Cloud_Clear,Wind_Moderate,Sonntag,0.07370380290691203,0.07131849081139341
Dienstag,Sonntag,Heimspiel,0.07369832792349107,0.07131300172930266
Cloud_Clear,KielerWoche,Sonntag,0.07359993099650397,0.07121435141967092
Wind_Strong,Mittwoch,Sonntag,0.07352823905223482,0.07114247486095304
Dienstag,Sonntag,Weihnachtsmarkt,0.07350748126868767,0.07112166362388606
Temp_Very_Cold,Weather_Good,Sonntag,0.07349084487432112,0.07110498438901902
Brot,Cloud_Clear,Feiertag,0.07347505114334019,0.07108914998748617
Cloud_Partly_Cloudy,KielerWoche,Sonntag,0.07345696197658647,0.07107101423918716
Sonntag,Heimspiel,Weihnachtsmarkt,0.07345035030664038,0.0710643855434816
Konditorei,Sonntag,Heimspiel,0.07344009071327329,0.07105409953056074
Saisonbrot,Wind_Moderate,Sonntag,0.07343905842991338,0.07105306458896044
Brot,Cloud_Cloudy,Mittwoch,0.07339586508332008,0.07100976001486514
Temp_Very_Cold,Sonntag,Markt,0.07335348480291526,0.07096727060069108
Konditorei,Cloud_Clear,Sonntag,0.07333451789573942,0.07094825485169409
Mittwoch,Freitag,Sonntag,0.07333394865981868,0.0709476841499298
Temp_Very_Cold,Weather_Severe,Sonntag,0.07331249367150205,0.07092617391271627
Brot,Cloud_Partly_Cloudy,Feiertag,0.07323361888165092,0.07084709601181827
Saisonbrot,Dienstag,Sonntag,0.07322905400768398,0.07084251938281105
Temp_Cold,Temp_Warm,Montag,0.07322200472635965,0.07083545194883101
Brot,Cloud_Cloudy,Montag,0.07321033645606223,0.07082375363148563
Weather_Moderate,Montag,Sonntag,0.0731998326005634,0.07081322272743185
Saisonbrot,Sonntag,Heimspiel,0.07318545400213938,0.07079880710257414
Weather_Light_Issues,Sonntag,Feiertag,0.07317785378806207,0.07079118731713008
Temp_Cold,Temp_Warm,VPI,0.07313924468534738,0.07075247879183333
Weather_Moderate,Sonntag,VPI,0.07309009103336106,0.07070319856391916
Weather_Moderate,Sonntag,is_holiday,0.07227571041568348,0.07068441660850633
Wind_Light,Sonntag,Feiertag,0.07305238062038877,0.07066539104258718
Cloud_Partly_Cloudy,Wind_Strong,Sonntag,0.07304560336542076,0.07065859633546046
Wind_Strong,Dienstag,Sonntag,0.07302602591461549,0.07063896847061879
Sonntag,Feiertag,is_holiday,0.07220750908425277,0.07061609829365978
Cloud_Partly_Cloudy,Sonntag,Weihnachtsmarkt,0.07300062887506265,0.07061350603096417
Brot,Cloud_Cloudy,Samstag,0.07299254192055993,0.07060539825168588
Wind_Light,Weather_Moderate,Sonntag,0.07298223893223765,0.07059506873206323
Montag,Dienstag,Sonntag,0.07297484808719734,0.07058765885480389
Freitag,Sonntag,Feiertag,0.07295994352367674,0.07057271591043301
Weather_Moderate,Freitag,Sonntag,0.07292684585744058,0.07053953301415505
Sonntag,VPI,Feiertag,0.07292332237602839,0.07053600045940012
KielerWoche,Sonntag,Weihnachtsmarkt,0.07288787862496637,0.07050046543687616
Brot,Weather_Unknown,Montag,0.07286911397912688,0.07048165247006033
Weather_Moderate,Weather_Severe,Sonntag,0.07282404333919734,0.07043646576839702
Saisonbrot,Cloud_Partly_Cloudy,Sonntag,0.07278500669342736,0.07039732859907566
Weather_Good,Weather_Moderate,Sonntag,0.07276833410761008,0.070380613079561
Konditorei,Weather_Unknown,Samstag,0.072749356623384,0.0703615867262769
Konditorei,Sonntag,Weihnachtsmarkt,0.07273523252245107,0.0703474262542686
Weather_Moderate,Donnerstag,Sonntag,0.07271555229761428,0.07032769535074124
Mittwoch,Donnerstag,Sonntag,0.07267950871447504,0.07029155895150807
Brot,Wind_Strong,Feiertag,0.07267936327844893,0.07029141314096854
Donnerstag,Sonntag,Feiertag,0.07264765932296291,0.07025962754439552
Wind_Light,Mittwoch,Sonntag,0.07264020201149424,0.07025215102954963
Weather_Light_Issues,Mittwoch,Sonntag,0.0726317071225746,0.0702436342653796
Wind_Strong,KielerWoche,Sonntag,0.07261633342403861,0.07022822097792025
Brot,Cloud_Cloudy,Dienstag,0.07261431931060924,0.0702262016779327
Cloud_Clear,Sonntag,Weihnachtsmarkt,0.07257234896705356,0.07018412325623913
Brot,Weather_Unknown,Samstag,0.07256976027465278,0.07018152789767762
Brot,Mittwoch,Samstag,0.07256631796000834,0.07017807671870369
Dienstag,Freitag,Sonntag,0.07256409610706827,0.0701758491442539
Brot,Cloud_Cloudy,Donnerstag,0.07253998235052872,0.07015167329220395
Saisonbrot,KielerWoche,Sonntag,0.07253221305234792,0.07014388398724669
Wind_Strong,Sonntag,Heimspiel,0.07252799699612378,0.07013965707422543
Weather_Severe,Sonntag,Feiertag,0.0725076095802859,0.07011921715860425
Sonntag,Feiertag,Markt,0.07247842282430816,0.07008995524359829
Konditorei,Wind_Strong,Sonntag,0.0724768441758954,0.07008837252999645
Weather_Good,Sonntag,Feiertag,0.0724477585167902,0.07005921197219822
Brot,Weather_Unknown,Mittwoch,0.07240069786094805,0.07001203013011792
Konditorei,Saisonbrot,Sonntag,0.07239899957759943,0.07001032747350744
Mittwoch,Sonntag,is_holiday,0.07157885336949121,0.06998636426720917
Saisonbrot,Cloud_Clear,Sonntag,0.07232388250754329,0.06993501696893611
Weather_Moderate,Sonntag,Markt,0.07227597415965437,0.06988698525191106
Brot,Montag,Samstag,0.0722568948348099,0.06986785679575791
Wind_Moderate,Montag,Sonntag,0.07215986621131021,0.06977057831314193
Wind_Moderate,Weather_Light_Issues,Sonntag,0.07215417595689633,0.06976487340571236
Brot,Weather_Unknown,Dienstag,0.07214387568304415,0.06975454660754987
Mittwoch,Sonntag,VPI,0.07210259132956198,0.06971315594242788
Wind_Light,Sonntag,Heimspiel,0.07209550281399268,0.06970604917317036
Wind_Strong,Sonntag,Weihnachtsmarkt,0.07207121311512443,0.06968169692572135
Brot,Dienstag,Samstag,0.07205744227357413,0.06966789062277645
Weather_Light_Issues,Dienstag,Sonntag,0.07201632271530933,0.06962666517723726
Wind_Moderate,Freitag,Sonntag,0.07201076206789192,0.06962109021055607
Weather_Severe,Mittwoch,Sonntag,0.07200689857124598,0.06961721676499166
Temp_Cold,Temp_Warm,Wind_Moderate,0.07199915390848555,0.06960945215889369
Wind_Moderate,Sonntag,is_holiday,0.0711789312946991,0.06958575621973295
Weather_Light_Issues,Sonntag,Heimspiel,0.0719319253516093,0.06954205048127016
Dienstag,Donnerstag,Sonntag,0.07191829116566939,0.06952838118583848
Wind_Light,Dienstag,Sonntag,0.07190626196878336,0.06951632101247984
Temp_Very_Cold,Temp_Cold,Feiertag,0.07188311769046896,0.06949311713516548
Cloud_Clear,Wind_Strong,Sonntag,0.07184826431347291,0.06945817400698406
Saisonbrot,Wind_Strong,Sonntag,0.07184763656951865,0.06945754464652176
Weather_Good,Mittwoch,Sonntag,0.07180394440141469,0.06941373996639688
Wind_Moderate,Sonntag,VPI,0.07179030756151217,0.0694000680101684
Brot,Heimspiel,Feiertag,0.07177024555336597,0.06937995434019872
Wind_Moderate,Weather_Severe,Sonntag,0.07168882920413311,0.06929832833513094
Brot,Feiertag,is_holiday,0.07087831594637073,0.06928462523615875
Dienstag,Sonntag,is_holiday,0.07086118968238875,0.06926746959608077
Brot,Saisonbrot,Feiertag,0.07164061262539856,0.06924998759353262
Wind_Moderate,Donnerstag,Sonntag,0.07160164478988462,0.06921091941166113
Mittwoch,Sonntag,Markt,0.07158937553420974,0.06919861856133647
Konditorei,Montag,Sonntag,0.07158889441997618,0.06919813620818216
Brot,Feiertag,Weihnachtsmarkt,0.07158735681387463,0.06919659464257988
Cloud_Partly_Cloudy,Wind_Light,Sonntag,0.07156610291661347,0.06917528601425282
Brot,Wind_Light,Feiertag,0.07154799070206763,0.06915712715881117
Wind_Moderate,Wind_Strong,Sonntag,0.0715368547426497,0.0691459625231029
Wind_Light,Wind_Strong,Sonntag,0.0715368547426497,0.0691459625231029
Wind_Light,Wind_Moderate,Sonntag,0.07153685474264959,0.06914596252310279
Cloud_Partly_Cloudy,Montag,Sonntag,0.07153333680831453,0.06914243552970933
Konditorei,Weather_Light_Issues,Sonntag,0.07152944832224539,0.06913853703037143
Cloud_Partly_Cloudy,Weather_Light_Issues,Sonntag,0.07151761588667527,0.06912667412501006
Weather_Light_Issues,KielerWoche,Sonntag,0.07149947466368167,0.06910848618642085
Konditorei,Wind_Light,Sonntag,0.07149882386307438,0.06910783370993212
Sonntag,Heimspiel,is_holiday,0.07070148932654707,0.06910749531166982
Brot,Weather_Unknown,Donnerstag,0.07149469469378911,0.06910369390759286
Dienstag,Sonntag,VPI,0.0714856046660498,0.06909458047205685
KielerWoche,Montag,Sonntag,0.07146653061785302,0.0690754573061394
Cloud_Partly_Cloudy,Freitag,Sonntag,0.07146478779362686,0.06907370999395379
Wind_Moderate,Weather_Good,Sonntag,0.07146247682675355,0.06907139307609289
Cloud_Clear,Montag,Sonntag,0.07144624568894631,0.06905512014136428
KielerWoche,Sonntag,VPI,0.07144498490856188,0.06905385611433501
Cloud_Partly_Cloudy,Sonntag,is_holiday,0.07064752202129354,0.0690534354381398
Temp_Cold,Temp_Warm,Heimspiel,0.07140513277993121,0.0690139013621972
Cloud_Partly_Cloudy,Sonntag,VPI,0.07140332607072475,0.06901209000052067
Wind_Light,KielerWoche,Sonntag,0.07139919157754326,0.0690079448605756
Montag,Sonntag,Heimspiel,0.07139377585444762,0.06900251519141187
Cloud_Clear,Wind_Light,Sonntag,0.07137619143799079,0.06898488549319592
Freitag,Sonntag,Heimspiel,0.07137453248183101,0.06898322226504605
Sonntag,VPI,Heimspiel,0.07133793425814883,0.0689465297970111
Temp_Cold,Montag,Mittwoch,0.07128347160605308,0.06889192689774248
Brot,Donnerstag,Samstag,0.07127086136584304,0.06887928418481093
KielerWoche,Sonntag,is_holiday,0.07043928426974566,0.0688448405034846
KielerWoche,Freitag,Sonntag,0.07119498022707782,0.06880320764397163
Konditorei,Sonntag,is_holiday,0.07038398038609184,0.06878944175896684
Wind_Moderate,Sonntag,Markt,0.07118106633355936,0.06878925792068447
Brot,Feiertag,Markt,0.07116208372598021,0.06877022643085406
Weather_Good,Dienstag,Sonntag,0.07115141868082986,0.06875953392206813
Brot,VPI,Feiertag,0.071144619624947,0.0687527173578868
Brot,Weather_Light_Issues,Feiertag,0.07114432635612833,0.06875242333386944
Temp_Cold,Mittwoch,Freitag,0.07114291084138946,0.06875100417402824
Konditorei,Freitag,Sonntag,0.07112963717951504,0.06873769633105031
Brot,Weather_Good,Feiertag,0.07112129406485268,0.06872933173197249
Cloud_Clear,Sonntag,is_holiday,0.0702905183411,0.06869581940171943
Brot,Temp_Hot,Montag,0.07108129583614353,0.06868923050353282
Montag,Sonntag,Weihnachtsmarkt,0.07106638995456172,0.06867428623770655
Weather_Severe,Dienstag,Sonntag,0.07105465651019682,0.0686625225784635
Cloud_Clear,Freitag,Sonntag,0.0710545511947197,0.06866241699178766
Brot,Weather_Severe,Feiertag,0.07104844421043888,0.0686562942813671
Cloud_Partly_Cloudy,Donnerstag,Sonntag,0.07103762138322733,0.0686454435842142
Weather_Severe,Sonntag,Heimspiel,0.07101801647130168,0.06862578818753684
Temp_Mild,Temp_Warm,Feiertag,0.07100114146917802,0.06860886973047209
Cloud_Partly_Cloudy,Weather_Severe,Sonntag,0.07099920093901413,0.06860692420323478
Wind_Light,Sonntag,Weihnachtsmarkt,0.07098941739939846,0.06859711546995484
Temp_Cold,Temp_Warm,Weather_Moderate,0.07098111499591997,0.06858879168689658
Konditorei,Temp_Mild,Samstag,0.07096948108689793,0.06857712781931058
Cloud_Clear,Weather_Good,Sonntag,0.07096801255398488,0.06857565550476774
